RECORD_ID,PROJECT_ERA,UNLOCK_TYPE,CONTENT_EN,TECH_GATE,CIVIC_GATE,GATE_MODE,SOURCE,SOURCE_UNLOCK,DECISION,REASON,NOTES
"HM026","High Medieval","YIELD_UPGRADE","Fishing Boats +1 Gold","Compass","","TECH","Civ5 BNW","Compass","KEEP","Direct Civ V sea-resource economic upgrade",""
"HM027","High Medieval","SYSTEM","Additional Maritime Trade Capacity","Compass","Foreign Trade","TECH+CIVIC","Civ5 BNW","Compass additional trade route","CROSS_GATE","Physical navigation plus established foreign-trade institution","Exact +1 capacity provisional"
"HM028","High Medieval","SYSTEM","Ocean Crossing","Astronomy","","TECH","Civ5 BNW","Astronomy","REMAP_TECH","Galleass/Compass remain pre-oceanic; ocean crossing stays with later Astronomy",""
"HM029","High Medieval","UNIT","Trebuchet","Physics","","TECH","Civ5 BNW; prior Military Engineering defer","Physics","KEEP","Civ V placement retained and Late Antiquity audit explicitly deferred Trebuchet here","Upgrades Catapult"
"HM030","High Medieval","SYSTEM","Siege Mechanics Upgrade","Physics","","TECH","Civ5 BNW adaptation","Physics","KEEP","Applied mechanics improves counterweight siege technology","Exact city-defense interaction later"
"HM031","High Medieval","WONDER","Notre Dame","Physics","","TECH","Civ5 BNW","Physics","DEFER_WONDER","World Wonder audit separate",""
"HC001","High Medieval","SYSTEM","Medieval Fair","Currency","Medieval Faires","TECH+CIVIC","Civ6 GS + historical adaptation","Medieval Faires","KEEP","A fair is a temporary commercial institution rather than a permanent district","Requires Market and an active trade network; exact periodic/project implementation later"
"HC002","High Medieval","POLICY","Aesthetics","","Medieval Faires","CIVIC","Civ6 GS","Medieval Faires","ADAPT","Convert Theater Square adjacency into bonuses for Amphitheater, Writers' Guild, Artists' Guild and cultural city buildings","Exact formula later"
"HC003","High Medieval","POLICY","Medina Quarter","","Medieval Faires","CIVIC","Civ6 GS","Medieval Faires","ADAPT","Replace district-count condition with developed-city/building threshold under Civ V city structure","Housing effect retained conceptually"
"HC004","High Medieval","POLICY","Merchant Confederation","","Medieval Faires","CIVIC","Civ6 GS","Medieval Faires","KEEP","City-state envoy Gold policy transfers cleanly to civic system",""
"HC005","High Medieval","UNIT","Barbary Corsair","","Medieval Faires","CIVIC","Civ6 GS","Medieval Faires","DEFER_CIV_UNIQUE","Ottoman unique unit remains civilization-specific",""
"HC006","High Medieval","WONDER","Angkor Wat","","Medieval Faires","CIVIC","Civ6 GS","Medieval Faires","DEFER_WONDER","World Wonder audit separate",""
"HC007","High Medieval","CITY_BUILDING","Artists' Guild","","Guilds","CIVIC","Civ5 BNW remap","Guilds technology","MOVE_TO_CIVIC","Civ V guild building belongs naturally on the project's Guilds civic","One per civilization; Great Artist generation"
"HC008","High Medieval","GREAT_PERSON_SYSTEM","Great Artist generation","","Guilds","CIVIC","Civ5 BNW","Artists' Guild","KEEP","Artists' Guild provides Artist specialists/GPP","No Great Artist tile improvement"
"HC009","High Medieval","SYSTEM","Craft Guild Organization","Apprenticeship","Guilds","TECH+CIVIC","Civ6 GS + Civ5 Guilds synthesis","Guilds / Workshop","CROSS_GATE","Workshop production capability plus formal guild organization jointly define mature urban craft production","Exact Workshop/Great Engineer bonus later"
"HC010","High Medieval","POLICY","Craftsmen","","Guilds","CIVIC","Civ6 GS","Guilds","ADAPT","Convert Industrial Zone adjacency bonus into Workshop/industrial-building production efficiency",""
"HC011","High Medieval","POLICY","Town Charters","","Guilds","CIVIC","Civ6 GS","Guilds","ADAPT","Convert Commercial Hub adjacency bonus into Market/urban-commerce bonuses",""
"HC012","High Medieval","POLICY","Traveling Merchants","","Guilds","CIVIC","Civ6 GS","Guilds","KEEP","Great Merchant generation policy transfers cleanly",""
"HC013","High Medieval","TILE_IMPROVEMENT","Trading Post","","Guilds","CIVIC","Civ5 pre-BNW / Guilds context","Guilds","DROP","Project uses BNW-style trade-route system and existing tile/resource structure; do not reintroduce generic Trading Post spam",""
"HC014","High Medieval","TILE_IMPROVEMENT","Mbanza / Outback Station / Polder","","Guilds","CIVIC","Civ6 GS","Guilds","DEFER_CIV_UNIQUE","Civilization-specific infrastructure remains unique",""
"HC015","High Medieval","WONDER","Chichen Itza","","Guilds","CIVIC","Civ6 GS","Guilds","DEFER_WONDER","World Wonder audit separate",""
"HC016","High Medieval","GOVERNMENT","Monarchy","","Divine Right","CIVIC","Civ6 GS","Divine Right","KEEP","Direct Civ VI government unlock and strong institutional fit","Tier-2 government"
"HC017","High Medieval","POLICY","Chivalry","","Divine Right","CIVIC","Civ6 GS","Divine Right","KEEP","Heavy/light cavalry production policy","Mounted units themselves remain tech-gated"
"HC018","High Medieval","POLICY","Gothic Architecture","","Divine Right","CIVIC","Civ6 GS","Divine Right","KEEP","Wonder-construction policy; exact production percentage later",""
"HC019","High Medieval","CITY_BUILDING","Tier-2 Government Building choice","","Divine Right","CIVIC","Civ6 GS government system","Monarchy + Government Plaza","DEFER_SYSTEM","Tier-2 building choice should be audited together with Merchant Republic/Theocracy so one government path does not monopolize it",""
"HC020","High Medieval","UNIT","Tagma","","Divine Right","CIVIC","Civ6 GS","Divine Right","DEFER_CIV_UNIQUE","Byzantine unique unit remains civilization-specific",""
"HC021","High Medieval","WONDER","Mont St. Michel / Kotoku-in","","Divine Right","CIVIC","Civ6 GS","Divine Right","DEFER_WONDER","World Wonder audit separate",""
"HC022","High Medieval","SYSTEM","Scholastic Exchange","","Scholasticism","CIVIC","Civ5 Patronage Scholasticism adaptation","Scholasticism","KEEP","Institutional exchange of scholars should generate Science from close allied knowledge networks","Do not lock Civ5's exact 25% value yet"
"HC023","High Medieval","DIPLOMACY","Research Agreement","Education","Scholasticism","TECH+CIVIC","Civ5 Education + Scholasticism synthesis","Education / Scholasticism","CROSS_GATE","Formal research cooperation requires advanced institutions and scholarly exchange norms",""
"HC024","High Medieval","YIELD_UPGRADE","University Scholasticism Bonus","Education","Scholasticism","TECH+CIVIC","Historical/project adaptation","University + Scholasticism","DEFER_SYSTEM","Potential University Science/Great Scientist bonus; exact value later",""
"HC025","High Medieval","SYSTEM","Allied City-State Science Share","","Scholasticism","CIVIC","Civ5 BNW policy","Scholasticism","ADAPT","Preserve Civ5 concept but tune percentage for the project's city-state/diplomatic scale","Civ5 source uses 25%"
"HC026","High Medieval","CITY_BUILDING","Scholastic Academy","","Scholasticism","CIVIC","Project candidate","Scholasticism","DROP","Do not invent a redundant generic science building when University already fills the institutional role",""
