"RECORD_ID","PROJECT_ERA","UNLOCK_TYPE","CONTENT_EN","TECH_GATE","CIVIC_GATE","GATE_MODE","SOURCE","SOURCE_UNLOCK","DECISION","REASON","NOTES"
"A047","Ancient","RESOURCE_EXPLOITATION","Bison; Deer; Furs; Ivory; Truffles","Trapping","","TECH","Civ5 BNW","Camp","KEEP","Wild-resource exploitation",""
"A048","Ancient","CITY_BUILDING","Circus","","Games and Recreation","CIVIC","Civ5 BNW remap","Trapping","MOVE_TO_CIVIC","Public entertainment institution belongs to civic tree","Deferred to Classical civic audit"
"A049","Ancient","WONDER","Great Bath","Pottery","","TECH","Civ6 GS","Pottery","DEFER_WONDER","Wonder audit separate",""
"A050","Ancient","WONDER","Stonehenge","Astrology","","TECH","Civ6 GS; Civ5 Calendar","Astrology / Calendar","DEFER_WONDER","Wonder audit separate",""
"A051","Ancient","WONDER","Hanging Gardens","Irrigation","","TECH","Civ6 GS","Irrigation","DEFER_WONDER","Wonder audit separate",""
"A052","Ancient","WONDER","Temple of Artemis","Archery","","TECH","Civ5 BNW; Civ6 GS","Archery","DEFER_WONDER","Wonder audit separate",""
"A053","Ancient","WONDER","Great Library","Writing","","TECH","Civ5 BNW","Writing","DEFER_WONDER","Wonder audit separate",""
"A054","Ancient","WONDER","Pyramids / Mausoleum family","Masonry","","TECH","Civ5 BNW; Civ6 GS","Masonry","DEFER_WONDER","Wonder audit separate",""
"A055","Ancient","WONDER","Statue of Zeus","Bronze Working","","TECH","Civ5 BNW","Bronze Working","DEFER_WONDER","Wonder audit separate",""
"C001","Ancient","GOVERNMENT","Chiefdom","","Code of Laws","CIVIC","Civ6 GS","Code of Laws","KEEP","Civ VI civic source; foundational government form","Exact government mechanics later"
"C002","Ancient","SYSTEM","Policy Card system","","Code of Laws","CIVIC","Civ6 GS","Code of Laws","KEEP","Foundational legal framework opens early policy customization",""
"C003","Ancient","POLICY","Discipline; God King; Survey; Urban Planning","","Code of Laws","CIVIC","Civ6 GS","Code of Laws","DEFER_SYSTEM","Record exact Civ VI policy candidates for later policy-card audit","Do not auto-copy values"
"C004","Ancient","CITY_BUILDING","Courthouse","Writing","Code of Laws","TECH+CIVIC","Civ5 BNW remap","Mathematics","CROSS_GATE","Legal institution plus written recordkeeping",""
"C005","Ancient","POLICY","Ilkum; Agoge","","Craftsmanship","CIVIC","Civ6 GS","Craftsmanship","DEFER_SYSTEM","Relevant labor/military production policy candidates","Exact values later"
"C006","Ancient","TILE_IMPROVEMENT","Sphinx; Chemamull","","Craftsmanship","CIVIC","Civ6 GS","Craftsmanship","DEFER_CIV_UNIQUE","Civilization-specific unique improvements are not generic unlocks",""
"C007","Ancient","SYSTEM","Trade Route capacity +1","","Foreign Trade","CIVIC","Civ6 GS","Foreign Trade","KEEP","Institutional commercial capacity belongs in civic tree","Physical trade unit still needs transport technology"
"C008","Ancient","UNIT","Trader","","Foreign Trade","CIVIC","Civ6 GS","Foreign Trade","MERGE","Project uses Civ V Caravan/Cargo Ship split instead of one universal Trader","Merged into cross-gated land/maritime trade units"
"C009","Ancient","POLICY","Caravansaries; Maritime Industries","","Foreign Trade","CIVIC","Civ6 GS","Foreign Trade","DEFER_SYSTEM","Trade and naval-production policy candidates","Exact values later"
"C010","Ancient","DIPLOMACY","Joint War / Join Ongoing War","","Foreign Trade","CIVIC","Civ6 GS","Foreign Trade","DEFER_SYSTEM","Potential diplomacy unlock but requires later diplomacy audit",""
"C011","Ancient","TILE_IMPROVEMENT","Qhapaq Ñan","","Foreign Trade","CIVIC","Civ6 GS","Foreign Trade","DEFER_CIV_UNIQUE","Inca unique infrastructure remains civilization-specific",""
"C012","Ancient","CITY_BUILDING","Barracks","","Military Tradition","CIVIC","Civ5/Civ6 remap","Bronze Working","MOVE_TO_CIVIC","Permanent training organization is institutional",""
"C013","Ancient","SYSTEM","Flanking and Support combat bonuses","","Military Tradition","CIVIC","Civ6 GS","Military Tradition","KEEP","Pure doctrine/organization effect",""
"C014","Ancient","POLICY","Maneuver; Strategos","","Military Tradition","CIVIC","Civ6 GS","Military Tradition","DEFER_SYSTEM","Mounted-production and Great General policy candidates","Exact values later"
"C015","Ancient","CITY_BUILDING","Government Plaza (National Building)","","State Workforce","CIVIC","Civ6 GS","State Workforce","ADAPT_CITY","Convert district into one-per-civilization Civ V-style administrative city building","No map district placement"
"C016","Ancient","POLICY","Corvée; Conscription","","State Workforce","CIVIC","Civ6 GS","State Workforce","DEFER_SYSTEM","Wonder-production and maintenance policy candidates","Exact values later"
"C017","Ancient","SYSTEM","Governor Title","","State Workforce","CIVIC","Civ6 GS","State Workforce","DEFER_SYSTEM","Governor system not yet adopted wholesale","Do not import automatically"
"C018","Ancient","CITY_BUILDING","Ancestral Hall; Audience Chamber; Warlord's Throne","","Political Philosophy","CIVIC","Civ6 GS","State Workforce / Government Plaza","MOVE_TO_CIVIC","Tier-1 government buildings logically require an adopted government","Deferred to Classical Political Philosophy audit"
"C019","Ancient","SYSTEM","Enforced Borders / Open Borders permission","","Early Empire","CIVIC","Civ6 GS","Early Empire","KEEP","Diplomatic-border institution belongs in civic tree","Supersedes assigning Open Borders to Writing"
"C020","Ancient","POLICY","Colonization; Land Surveyors; Limitanei","","Early Empire","CIVIC","Civ6 GS","Early Empire","DEFER_SYSTEM","Expansion/border policy candidates","Exact values later"
"C021","Ancient","SYSTEM","Governor Title","","Early Empire","CIVIC","Civ6 GS","Early Empire","DEFER_SYSTEM","Governor system not yet adopted wholesale",""
"C022","Ancient","TILE_IMPROVEMENT","Pairidaeza","","Early Empire","CIVIC","Civ6 GS","Early Empire","DEFER_CIV_UNIQUE","Persian unique improvement remains civilization-specific",""
"C023","Ancient","CITY_BUILDING","Shrine","","Mysticism","CIVIC","Civ5/Civ6 remap","Pottery / Astrology","MOVE_TO_CIVIC","Religious institution is primarily civic/religious organization",""
"C024","Ancient","GREAT_PERSON_SYSTEM","Great Prophet generation / Religion founding access","Astrology","Mysticism","TECH+CIVIC","Civ6 GS; project synthesis","Astrology / Mysticism","CROSS_GATE","Requires both religious institution and celestial/ritual knowledge",""
"C025","Ancient","POLICY","Inspiration; Revelation","","Mysticism","CIVIC","Civ6 GS","Mysticism","DEFER_SYSTEM","Great Scientist/Prophet policy candidates","Exact values later"
"C026","Ancient","SYSTEM","Envoy +1","","Mysticism","CIVIC","Civ6 GS","Mysticism","DEFER_SYSTEM","City-state diplomacy reward candidate; audit later",""
"C027","Ancient","DISTRICT","Preserve","","Mysticism","CIVIC","Civ6 GS","Mysticism","REMOVE_DISTRICT","No map-placed specialty districts","Grove evaluated separately"
"C028","Ancient","CITY_BUILDING","Grove","","Mysticism","CIVIC","Civ6 GS","Mysticism","ADAPT_CITY","Civ6 Preserve content adapted to Civ V-style city structure: Mysticism unlocks Grove directly; Preserve district removed","Grove interacts with nearby unimproved attractive/natural tiles; exact yields later"
"C029","Ancient","WONDER","Oracle","","Mysticism","CIVIC","Civ6 GS","Mysticism","DEFER_WONDER","Wonder audit separate",""
