RECORD_ID,PROJECT_ERA,UNLOCK_TYPE,CONTENT_EN,TECH_GATE,CIVIC_GATE,GATE_MODE,SOURCE,SOURCE_UNLOCK,DECISION,REASON,NOTES
"EM011","Early Medieval","SYSTEM","Mass Text Reproduction","Block Printing","Written Culture","TECH+CIVIC","Historical addition","Block Printing","KEEP","Woodblock printing enables repeated reproduction of books, calendars, administrative and commercial texts","Exact Culture/Science/administration yields later"
"EM012","Early Medieval","SYSTEM","Great Work of Writing copying/distribution bonus","Block Printing","Written Culture","TECH+CIVIC","Project adaptation","Block Printing","DEFER_SYSTEM","Printing should enhance circulation of writing without duplicating the later Printing technology's mass-media effects","Exact mechanic later"
"EM013","Early Medieval","CITY_BUILDING","Printing Press","Printing","","TECH","Civ5 BNW; Civ6 GS","Printing Press / Printing","REMAP_TECH","Mechanized/movable-type press belongs to later Renaissance Printing node, not early woodblock printing",""
"EM014","Early Medieval","SYSTEM","Advanced Algebraic Calculation","Algebra","","TECH","Historical addition; al-Khwarizmi context","Algebra","KEEP","Algebra is an abstract mathematical method rather than a standalone material building","Supports later Physics, Education, Astronomy and administration"
"EM015","Early Medieval","YIELD_UPGRADE","Library / Scriptorium / Paper Workshop science upgrade","Algebra","Written Culture","TECH+CIVIC","Project adaptation","Algebra","DEFER_SYSTEM","Mathematical scholarship can enhance existing knowledge institutions; exact yield should be balanced later","No new generic building invented merely to fill the node"
"EM016","Early Medieval","SYSTEM","Administrative and commercial calculation","Algebra","Code of Laws","TECH+CIVIC","Historical addition; al-Khwarizmi practical applications","Algebra","DEFER_SYSTEM","Algebra historically supported inheritance, trade, land measurement and legal calculation; exact gameplay bonus later",""
"EM017","Early Medieval","SYSTEM","Astrolabe Celestial Navigation","Astrolabe","","TECH","Historical addition; medieval astrolabe history","Astrolabe","KEEP","Astrolabe improves positional celestial observation and practical navigation","Does not grant ocean crossing"
"EM018","Early Medieval","YIELD_UPGRADE","Naval sight / maritime trade-range upgrade","Astrolabe","","TECH","Historical addition; Civ5 navigation-system adaptation","Astrolabe","ADAPT","Instrumental navigation should improve information/range rather than create a new ship class","Exact numeric bonus later"
"EM019","Early Medieval","CITY_BUILDING","Harbor/Lighthouse navigation upgrade","Astrolabe","","TECH","Project adaptation","Astrolabe","DEFER_SYSTEM","Existing Harbor/Lighthouse may gain a modest navigation/science effect instead of adding another building",""
"EM020","Early Medieval","SYSTEM","Ocean Crossing","Astronomy","","TECH","Civ5 BNW","Astronomy","REMAP_TECH","Astrolabe alone is insufficient to replace the later Astronomy/ocean-navigation milestone","Keep ocean crossing at Astronomy"
"EC001","Early Medieval","SYSTEM","Feudal Field System","","Feudalism","CIVIC","Civ6 GS","Feudalism Farm adjacency","ADAPT","Civ VI farm-cluster logic is compatible with the Civ V hex map and represents coordinated agrarian organization","Exact adjacency formula tuned later"
"EC002","Early Medieval","POLICY","Feudal Contract","","Feudalism","CIVIC","Civ6 GS","Feudalism","DEFER_SYSTEM","Production policy for pre-industrial melee/ranged/anti-cavalry units","Exact era coverage later"
"EC003","Early Medieval","POLICY","Serfdom","","Feudalism","CIVIC","Civ6 GS","Feudalism","ADAPT","Civ VI Builder-charge effect must be converted because project uses Civ V Workers","Candidate: faster Worker improvement construction rather than extra charges"
"EC004","Early Medieval","CITY_BUILDING","Estate / Manor","","Feudalism","CIVIC","Historical candidate","Feudalism","DEFER_SYSTEM","A landed-estate building is plausible but risks over-European generalization; do not lock until broader institutional review",""
"EC005","Early Medieval","UNIT","Knight","Stirrups","","TECH","Civ6 GS","Stirrups","KEEP","Do not add Feudalism as a hard gate to all heavy cavalry because comparable cavalry institutions existed outside European feudalism",""
"EC006","Early Medieval","POLICY","Professional Army","","Mercenaries","CIVIC","Civ6 GS","Mercenaries","KEEP","Unit-upgrade discount policy directly matches mercenary/professional military organization","Numeric discount can follow source initially then balance"
"EC007","Early Medieval","POLICY","Retinues","","Mercenaries","CIVIC","Civ6 GS","Mercenaries","KEEP","Strategic-resource discount for upgrades fits retinue organization",""
"EC008","Early Medieval","POLICY","Sack","","Mercenaries","CIVIC","Civ6 GS","Mercenaries","KEEP","Pillage-oriented military policy","Convert district references to city/tile infrastructure"
"EC009","Early Medieval","POLICY","Trade Confederation","","Mercenaries","CIVIC","Civ6 GS","Mercenaries","KEEP","International trade Science/Culture policy",""
"EC010","Early Medieval","SYSTEM","Mercenary Recruitment","","Mercenaries","CIVIC","Historical adaptation","Mercenaries","DEFER_SYSTEM","The civic should eventually support Gold-based contract recruitment beyond policy cards, but exact temporary-unit system requires unit/economy design",""
"EC011","Early Medieval","UNIT","Jong","","Mercenaries","CIVIC","Civ6 GS","Mercenaries","DEFER_CIV_UNIQUE","Indonesian unique unit remains civilization-specific",""
"EC012","Early Medieval","CITY_BUILDING","Scriptorium","Writing","Written Culture","TECH+CIVIC","Historical addition; Civ5 Great Work/Writing systems","Written Culture","KEEP","A manuscript-copying institution gives the project-added Written Culture civic a concrete city role","Requires Library; exact yields later"
"EC013","Early Medieval","SYSTEM","Manuscript Culture","","Written Culture","CIVIC","Historical addition","Written Culture","KEEP","Formal copying, preservation and circulation of texts precedes block printing",""
"EC014","Early Medieval","GREAT_PERSON_SYSTEM","Great Works of Writing preservation/slot support","","Written Culture","CIVIC","Civ5 BNW adaptation","Great Works of Writing","KEEP","Scriptorium provides a writing-focused cultural institution without duplicating Writers' Guild generation","Scriptorium may hold 1 Writing slot; exact theming later"
"EC015","Early Medieval","CITY_BUILDING","Woodblock Printing House","Block Printing","Written Culture","TECH+CIVIC","Historical addition","Block Printing + Written Culture","CROSS_GATE","Scriptorium/manuscript institution plus block-print technology forms an early publishing chain",""
"EC016","Early Medieval","POLICY","Manuscript Patronage","","Written Culture","CIVIC","Project addition","Written Culture","DEFER_SYSTEM","Potential Culture/Great Writer policy; exact effect later",""
"EC017","Early Medieval","CITY_BUILDING","Court","","Court Culture","CIVIC","Historical addition; project civic","Court Culture","KEEP","Court culture is an institutional/cultural phenomenon rather than a scientific technology","One-per-civilization Palace-linked city building"
"EC018","Early Medieval","SYSTEM","Court Patronage","","Court Culture","CIVIC","Historical addition","Court Culture","KEEP","Court supports elite artistic/literary patronage and diplomatic display","Exact Culture/Great Person/Diplomacy effects later"
"EC019","Early Medieval","GREAT_PERSON_SYSTEM","Court Great Writer/Artist support","","Court Culture","CIVIC","Project adaptation","Court Culture","DEFER_SYSTEM","Court may support Great Writer/Artist points without replacing Writers' Guild","Exact balance later"
"EC020","Early Medieval","SYSTEM","Palace Great Work slot upgrade","","Court Culture","CIVIC","Project adaptation","Court Culture","DEFER_SYSTEM","Courtly collections can expand Palace cultural storage; exact slots later",""
"EC021","Early Medieval","POLICY","Court Patronage policy","","Court Culture","CIVIC","Project addition","Court Culture","DEFER_SYSTEM","Possible Culture/diplomatic policy; avoid numeric invention now",""
