RECORD_ID,PROJECT_ERA,UNLOCK_TYPE,CONTENT_EN,TECH_GATE,CIVIC_GATE,GATE_MODE,SOURCE,SOURCE_UNLOCK,DECISION,REASON,NOTES
"MA027","Modern","CORPORATION_SECTOR","Hospitality & Hotels aviation upgrade","Advanced Flight","","TECH","Project corporation map","HOSPITALITY_TRAVEL upgrade","KEEP",""
"MA028","Modern","CORPORATION_SECTOR","Shipping & Logistics aviation upgrade","Advanced Flight","","TECH","Project corporation map","SHIPPING_LOGISTICS upgrade","KEEP",""
"MA029","Modern","UNIT","Rocket Artillery","Rocketry","Military Science","TECH+CIVIC","Civ5 BNW","Rocketry","CROSS_GATE","Civ V unit retained; organized artillery doctrine remains relevant",""
"MA030","Modern","UNIT","Mobile SAM","Guidance Systems","","TECH","Civ5 Rocketry remap","Rocketry","REMAP_TECH","Surface-to-air missile systems need later guidance technology","Re-evaluate Atomic Guidance Systems"
"MA031","Modern","TILE_INFRASTRUCTURE","Missile Silo","Guidance Systems","Nuclear Program","TECH+CIVIC","Civ6 Rocketry remap","Rocketry","REMAP_TECH","Operational strategic missile silos belong to later guidance/nuclear state-program stage",""
"MA032","Modern","PROJECT","Apollo Program / Launch Earth Satellite","Satellites","Space Race","TECH+CIVIC","Civ5/Civ6 Rocketry remap","Rocketry","REMAP_TECH","Project Rocketry is early 20C; orbital spaceflight belongs to later Satellites + Space Race",""
"MA033","Modern","DISTRICT","Spaceport","","","NONE","Civ6 GS","Rocketry","REMOVE_DISTRICT","No specialty districts","Space-launch facility later represented as national/city infrastructure under Space Race"
"MA034","Modern","UNIT","Machine Gun","Advanced Ballistics","","TECH","Civ6 GS; Civ5 Ballistics progression","Advanced Ballistics","KEEP","Modern automatic-fire weapon is a good fit for the project's advanced ballistics stage",""
"MA035","Modern","UNIT","Anti-Air Gun","Advanced Ballistics","","TECH","Civ6 GS; Civ5 Ballistics progression","Advanced Ballistics","KEEP","Modern anti-air gunnery fits advanced projectile tracking/ballistics",""
"MA036","Modern","UNIT","Guided Missile","Guidance Systems","","TECH","Civ5 Advanced Ballistics remap","Advanced Ballistics","REMAP_TECH","Guided weapon requires later guidance systems rather than ballistics alone",""
"MA037","Modern","UNIT","Nuclear Missile","Nuclear Fission","Nuclear Program","TECH+CIVIC","Civ5 Advanced Ballistics remap","Advanced Ballistics","REMAP_TECH","Nuclear weapon requires nuclear physics and state nuclear program","Guidance Systems may also be required for missile delivery"
"MA038","Modern","PROJECT","Spaceship Booster","Satellites","Space Race","TECH+CIVIC","Civ5 Advanced Ballistics remap","Advanced Ballistics","REMAP_TECH","Science-victory spacecraft component is later than Modern advanced ballistics",""
"MC001","Modern","SYSTEM","Armies and Armadas","","Mobilization","CIVIC","Civ6 GS","Mobilization","KEEP","Direct Civ6 institutional military organization","Nationalism already provides Corps/Fleets"
"MC002","Modern","POLICY","Levée en Masse","","Mobilization","CIVIC","Civ6 GS","Mobilization","KEEP","Mass-military maintenance policy retained",""
"MC003","Modern","DIPLOMACY","Territorial Expansion War","","Mobilization","CIVIC","Civ6 GS","Mobilization","KEEP","Direct source casus belli concept",""
"MC004","Modern","UNIT","Paratrooper","Advanced Flight","Mobilization","TECH+CIVIC","Project synthesis","Mobilization","CROSS_GATE","Airborne mass-force organization",""
"MC005","Modern","UNIT","Supply Convoy","Combustion","Mobilization","TECH+CIVIC","Project synthesis","Mobilization","CROSS_GATE","Motorized logistics of mass armies",""
"MC006","Modern","POLICY","Five-Year Plan","","Ideology","CIVIC","Civ6 GS","Ideology","ADAPT","Convert Campus/Industrial Zone adjacency into science-building and factory/industrial-building bonuses","Government-specific final ownership reviewed with Class Struggle"
"MC007","Modern","POLICY","Gunboat Diplomacy","","Ideology","CIVIC","Civ6 GS","Ideology","KEEP","Diplomatic-military pressure policy retained",""
"MC008","Modern","POLICY","Lightning Warfare","","Ideology","CIVIC","Civ6 GS","Ideology","KEEP","Armored/mobility production policy retained","May become Fascism-only after Totalitarianism"
"MC009","Modern","POLICY","Economic Union","","Ideology","CIVIC","Civ6 GS","Ideology","KEEP","Trade/economic policy retained","May become Democracy-specific after Suffrage"
"MC010","Modern","POLICY","Police State","","Ideology","CIVIC","Civ6 GS","Ideology","KEEP","Espionage/loyalty policy retained","Exact values later"
"MC011","Modern","DIPLOMACY","Ideological War","","Ideology","CIVIC","Civ6 GS","Ideology","KEEP","Direct source casus belli",""
"MC012","Modern","SYSTEM","Additional Spy capacity","","Ideology","CIVIC","Civ6 GS","Ideology","KEEP","Direct source concept",""
"MC013","Modern","CITY_BUILDING","Tier-3 Government Building choice","","Ideology","CIVIC","Civ6 government system","Tier-3 Government","DEFER_SYSTEM","National History Museum / Royal Society / War Department must be audited together after Democracy/Fascism/Communism are all available",""
"MC014","Modern","GOVERNMENT","Democracy","","Suffrage","CIVIC","Civ6 GS","Suffrage","KEEP","Direct Civ6 Tier-3 government unlock",""
"MC015","Modern","POLICY","New Deal","","Suffrage","CIVIC","Civ6 GS","Suffrage","ADAPT","Replace specialty-district threshold with developed-city building/infrastructure threshold","Housing/Amenity concept retained"
"MC016","Modern","POLICY","Economic Union","","Suffrage","CIVIC","Civ6 GS","Suffrage","KEEP","Democratic trade/economic policy association retained","Avoid duplicate generic Ideology version in final policy cleanup"
"MC017","Modern","POLICY","Their Finest Hour","","Suffrage","CIVIC","Civ6 GS","Suffrage","KEEP","Defensive wartime democratic policy candidate",""
"MC018","Modern","POLICY","Arsenal of Democracy","","Suffrage","CIVIC","Civ6 pre-GS / Democracy effect","Suffrage","ADAPT","Alliance trade-production support retained conceptually","GS merges effect into Democracy; project can encode as government effect or policy"
"MC019","Modern","SYSTEM","Expanded political participation","","Suffrage","CIVIC","Historical/project addition","Suffrage","KEEP","Civic identity extends voting rights and democratic participation","Exact stability/legitimacy effect later"
