"RECORD_ID","PROJECT_ERA","UNLOCK_TYPE","CONTENT_EN","TECH_GATE","CIVIC_GATE","GATE_MODE","SOURCE","SOURCE_UNLOCK","DECISION","REASON","NOTES"
"EN035","Enlightenment","CITY_BUILDING","Cloth Mill","Manufacturing","Guilds","TECH+CIVIC","Pouakai Enlightenment Era","Manufacturing","CROSS_GATE","Adopted mod supplies Cloth Mill; textile manufacture also depends on mature craft/guild organization","Exact yield bonuses later"
"EN036","Enlightenment","RESOURCE_REVEAL","Coal","Manufacturing","","TECH","Pouakai Enlightenment Era","Manufacturing","KEEP","The adopted mod reveals Coal here and the project's Manufacturing node is explicitly a precursor to Industrialization","Extraction uses Mine"
"EN037","Enlightenment","RESOURCE_EXPLOITATION","Coal mining","Mining","","TECH","Project resource logic","Mine","KEEP","Once Coal is revealed, existing Mine improvement extracts it",""
"EN038","Enlightenment","TILE_IMPROVEMENT","Manufactory","Manufacturing","","TECH","Pouakai Enlightenment Era","Manufacturing +2 Production to Manufactories","ADAPT_TILE","Former Great Engineer improvement is restored as a nerfed Worker-buildable Production tile improvement","Manufacturing unlocks Manufactory; no Great Engineer consumption; exact base yield later"
"EN039","Enlightenment","SYSTEM","Proto-industrial Manufacturing","Manufacturing","Guilds","TECH+CIVIC","Pouakai EE + historical adaptation","Manufacturing","KEEP","Connects workshops/cloth production to later Industrialization without prematurely creating Factory",""
"EN040","Enlightenment","WONDER","Manufacturing-linked wonders","","","NONE","Pouakai EE","Manufacturing","DEFER_WONDER","Wonder audit separate",""
"EC001","Enlightenment","POLICY","Rationalism","","The Enlightenment","CIVIC","Civ6 GS","The Enlightenment","ADAPT","Convert Campus/district thresholds into Library/University/Public School/Research Lab city-building thresholds","Exact multiplier later"
"EC002","Enlightenment","POLICY","Free Market","","The Enlightenment","CIVIC","Civ6 GS","The Enlightenment","ADAPT","Convert Commercial Hub adjacency/population conditions into Market/Bank/Stock Exchange city-building conditions",""
"EC003","Enlightenment","POLICY","Liberalism","","The Enlightenment","CIVIC","Civ6 GS","The Enlightenment","ADAPT","Replace specialty-district count with developed-city institutional/building threshold","Amenity effect retained conceptually"
"EC004","Enlightenment","CITY_BUILDING","Public School","Scientific Theory","The Enlightenment","TECH+CIVIC","Civ5 Scientific Theory + project synthesis","Scientific Theory","CROSS_GATE","Mass public schooling is institutional as well as scientific","Requires University"
"EC005","Enlightenment","SYSTEM","Reduced Religious Tourism pressure","","The Enlightenment","CIVIC","Civ6 GS","The Enlightenment","KEEP","Retain Civ6 idea that Enlightenment ideas reduce foreign religious-tourism influence","Exact half-value can be balanced later"
"EC006","Enlightenment","POLICY","Grand Opera","","Opera and Ballet","CIVIC","Civ6 GS","Opera and Ballet","ADAPT","Convert Theater Square conditions into Opera House/Museum cultural-building output",""
"EC007","Enlightenment","POLICY","Symphonies","","Opera and Ballet","CIVIC","Civ6 GS","Opera and Ballet","ADAPT","Great Musician generation boost should apply to Musicians' Guild and later Broadcast Center",""
"EC008","Enlightenment","SYSTEM","Opera/Ballet cultural institution upgrade","Acoustics","Opera and Ballet","TECH+CIVIC","Civ6 GS + project synthesis","Opera and Ballet","KEEP","Acoustics provided venues; this civic represents mature performance institutions and repertoire",""
"EC009","Enlightenment","WONDER","Bolshoi Theatre","","Opera and Ballet","CIVIC","Civ6 GS","Opera and Ballet","DEFER_WONDER","Wonder audit separate",""
"EC010","Enlightenment","RESOURCE_REVEAL","Antiquity Sites","","Natural History","CIVIC","Civ6 GS","Natural History","KEEP","Direct Civ6 system and fits historical antiquarian science",""
"EC011","Enlightenment","UNIT","Archaeologist","","Natural History","CIVIC","Civ6 GS","Natural History","KEEP","Direct Civ6 civilian-unit unlock","Requires Archaeological Museum"
"EC012","Enlightenment","CITY_BUILDING","Archaeological Museum","","Natural History","CIVIC","Civ6 GS; Renaissance deferral","Humanism / Natural History","KEEP","Moved from Humanism in prior audit; artifact science belongs here","Mutually exclusive with Art Museum if that Civ6 choice is retained"
"EC013","Enlightenment","CITY_BUILDING","Zoo","","Natural History","CIVIC","Civ6 GS; Civ5 Printing remap","Natural History / Printing Press","KEEP","Natural-history collections/public zoology fit here much better than Printing",""
"EC014","Enlightenment","SYSTEM","Artifact excavation and museum display","","Natural History","CIVIC","Civ6 GS","Natural History","KEEP","Archaeologist extracts Artifacts for museums","Archaeologist extracts Artifacts or can preserve an Antiquity Site as an archaeological Historic Landmark; generic Worker-built Landmark already unlocks at Humanism"
"EC015","Enlightenment","SYSTEM","Envoys +2","","Natural History","CIVIC","Civ6 GS","Natural History","KEEP","Direct Civ6 civic reward",""
"EC016","Enlightenment","WONDER","Hermitage / Smithsonian-style institutions","","Natural History","CIVIC","Civ6 GS; Pouakai EE","Natural History","DEFER_WONDER","Wonder audit separate",""
"EC017","Enlightenment","CITY_BUILDING","Museum","","Natural History","CIVIC","Pouakai Enlightenment Era","Natural History","MERGE","Generic EE Museum is merged into the project's Art Museum / Archaeological Museum split rather than added as a third duplicate museum",""
"EC018","Enlightenment","SYSTEM","Constitutional Government","","Constitutionalism","CIVIC","Project historical civic","Constitutionalism","KEEP","Represents rule constrained by an explicit constitutional framework","Does not force one specific regime form"
"EC019","Enlightenment","POLICY","Separation of Powers","","Constitutionalism","CIVIC","Historical/project addition","Constitutionalism","KEEP","Separation of Powers is retained as a Constitutionalism policy; exact government-efficiency/stability modifier is numerical balance","Qualitative policy locked"
"EC020","Enlightenment","POLICY","Bill of Rights","","Constitutionalism","CIVIC","Historical/project addition","Constitutionalism","KEEP","Bill of Rights retained as the rights/legitimacy policy of Constitutionalism","Exact Amenity/loyalty/stability effect later"
"EC021","Enlightenment","GOVERNMENT","Constitutional Monarchy / Constitutional Republic variants","","Constitutionalism","CIVIC","Project candidate","Constitutionalism","DROP","Do not add separate Constitutional Monarchy/Republic government entries; Constitutionalism modifies existing Monarchy/Republic-style governments","Constitutional Government remains the civic system"
"EC022","Enlightenment","CITY_BUILDING","Newspaper Office","Printing","Public Sphere","TECH+CIVIC","Historical/project addition","Public Sphere","KEEP","Print technology plus open public discourse produces a durable news/public-opinion institution","Upgrades the print-culture chain without waiting for electronic Mass Media"
"EC023","Enlightenment","SYSTEM","Public Debate / Public Opinion","","Public Sphere","CIVIC","Historical/project addition","Public Sphere","KEEP","Core civic identity","Feeds later Mass Media and constitutional politics"
"EC024","Enlightenment","POLICY","Pamphleteering","","Public Sphere","CIVIC","Print Culture carry-forward","Print Culture","KEEP","Pamphleteering retained as a Public Sphere political-communication policy","Final owner: Public Sphere; exact Culture/diplomacy/religion interaction later"
"EC025","Enlightenment","POLICY","Coffeehouse Debate","","Public Sphere","CIVIC","Historical/project addition","Public Sphere","KEEP","Coffeehouse Debate retained as a Public Sphere knowledge-exchange policy rather than a universal building","Science/Culture/Great Person interaction; exact value later"
"EC026","Enlightenment","DIPLOMACY","Public diplomatic opinion effects","","Public Sphere","CIVIC","Project adaptation","Public Sphere","DEFER_SYSTEM","War legitimacy/reputation could interact with public opinion, but exact diplomacy mechanic later",""
