"RECORD_ID","PROJECT_ERA","UNLOCK_TYPE","CONTENT_EN","TECH_GATE","CIVIC_GATE","GATE_MODE","SOURCE","SOURCE_UNLOCK","DECISION","REASON","NOTES"
"MB014","Modern","CITY_BUILDING","Hydro Plant","Electricity","Civil Engineering","TECH+CIVIC","Civ5 Plastics vanilla remap","Plastics","MOVE_TO_TECH","Hydroelectric power already belongs to Electricity + Civil Engineering",""
"MB015","Modern","CITY_BUILDING","Medical Lab","Penicillin","Urbanization","TECH+CIVIC","Civ5 BNW","Penicillin","CROSS_GATE","Antibiotic medicine plus urban medical institution supports advanced treatment facility","Requires Hospital"
"MB016","Modern","SYSTEM","Antibiotic Medicine","Penicillin","","TECH","Civ5 BNW; Health & Plague adaptation","Penicillin","KEEP","Major reduction in bacterial infection mortality and recovery time","Exact Health/plague coefficient later"
"MB017","Modern","SYSTEM","Bacterial Plague Treatment","Penicillin","","TECH","Health & Plague adaptation","Penicillin","KEEP","Directly strengthens treatment of bacterial disease without making all epidemics impossible","Viral and non-bacterial diseases remain distinct"
"MB018","Modern","UNIT","Marine","Combined Arms","Mobilization","TECH+CIVIC","Civ5 BNW remap","Penicillin","MOVE_TO_TECH","Military role is unrelated to antibiotic discovery",""
"MB019","Modern","SYSTEM","Additional Trade Route Capacity","Penicillin","","TECH","Civ5 BNW","Penicillin","DROP","Trade capacity has weak medical relation",""
"MB020","Modern","CORPORATION_SECTOR","Pharmaceutical sector upgrade","Penicillin","","TECH","Project corporation map","PHARMACEUTICALS upgrade","KEEP","Existing upgrade imported unchanged",""
"MB021","Modern","UNIT","Aircraft Carrier","Electronics","","TECH","Civ5 BNW","Electronics","KEEP","Civ V priority; complex electronic navigation/control supports carrier operations","Aircraft themselves still require Flight/Advanced Flight"
"MB022","Modern","UNIT","Battleship","Armor Plating","Warships","TECH+CIVIC","Civ5 Electronics remap","Electronics","MOVE_TO_TECH","Already assigned to Armor Plating + Warships","Avoid duplicate"
"MB023","Modern","SYSTEM","Electronic Control Systems","Electronics","","TECH","Historical/project adaptation","Electronics","KEEP","General enabling system for advanced machines, communications and later computing",""
"MB024","Modern","UNIT","Mechanized Infantry","Combined Arms","","TECH","Civ5 vanilla Electronics remap","Electronics","REMAP_TECH","Mechanized warfare fits Combined Arms better than electronics alone","Final unit-roster placement may require Combustion/Plastics as supporting techs"
"MB025","Modern","CORPORATION_SECTOR","Batteries & Electrified Mobility corporations","Electronics","Capitalism","TECH+CIVIC","Project corporation map","BATTERIES_ELECTRIFIED_MOBILITY","KEEP","Existing gate imported unchanged",""
"MB026","Modern","CORPORATION_SECTOR","Consumer Electronics corporations","Electronics","Capitalism","TECH+CIVIC","Project corporation map","CONSUMER_ELECTRONICS","KEEP",""
"MB027","Modern","CORPORATION_SECTOR","Electronics Manufacturing corporations","Electronics","Capitalism","TECH+CIVIC","Project corporation map","ELECTRONICS_MANUFACTURING","KEEP",""
"MB028","Modern","CORPORATION_SECTOR","Semiconductor corporations","Electronics","Capitalism","TECH+CIVIC","Project corporation map","SEMICONDUCTORS","KEEP",""
"MB029","Modern","CORPORATION_SECTOR","Machinery & Precision Components electronics upgrade","Electronics","","TECH","Project corporation map","MACHINERY_COMPONENTS upgrade","KEEP",""
"MB030","Modern","CITY_BUILDING","Airport","Radar","Mass Media","TECH+CIVIC","Civ5 BNW; Part A decision","Radar","KEEP","Civ V priority for Airport plus modern communications/control infrastructure","Mass civilian aviation civic side remains provisional and may later become Globalization"
"MB031","Modern","CITY_BUILDING","Radar Station","Radar","Mobilization","TECH+CIVIC","Historical/project addition","Radar","KEEP","Early-warning/air-defense institution gives Radar a direct city role without duplicating aircraft unlocks",""
"MB032","Modern","SYSTEM","Air Detection and Interception Network","Radar","Mobilization","TECH+CIVIC","Historical/project adaptation","Radar","KEEP","Radar should improve interception, warning and air-defense coverage","Exact radius/bonus later"
"MB033","Modern","UNIT","Fighter","Advanced Flight","","TECH","Civ5 Radar remap; Civ6 GS","Radar / Advanced Flight","MOVE_TO_TECH","Already assigned to Advanced Flight in Part A",""
"MB034","Modern","UNIT","Bomber","Advanced Flight","","TECH","Civ5 Radar remap; Civ6 GS","Radar / Advanced Flight","MOVE_TO_TECH","Already assigned to Advanced Flight",""
"MB035","Modern","UNIT","Paratrooper","Advanced Flight","Mobilization","TECH+CIVIC","Civ5 Radar remap","Radar","MOVE_TO_TECH","Already assigned to aviation technology plus mass military organization",""
"MB036","Modern","UNIT","Spec Ops","Radar","Rapid Deployment","TECH+CIVIC","Civ6 Plastics remap; project synthesis","Radar","MOVE_TO_CIVIC","Final unlock resolved in Atomic audit as Radar + Rapid Deployment -> Spec Ops","Civ6 unit is Plastics, but project uses communications/surveillance technology plus rapid-deployment doctrine"
"MB037","Modern","RESOURCE_REVEAL","Uranium","Atomic Theory","","TECH","Civ5 BNW","Atomic Theory","KEEP","Civ V placement and direct scientific fit","Extracted with Mine"
"MB038","Modern","RESOURCE_EXPLOITATION","Uranium mining","Mining","","TECH","Civ5 BNW resource logic","Mine","KEEP","Existing Mine extracts Uranium after reveal",""
"MB039","Modern","SYSTEM","Atomic Physics Framework","Atomic Theory","","TECH","Historical/project adaptation","Atomic Theory","KEEP","Provides conceptual basis for later Nuclear Fission and nuclear technologies",""
"MB040","Modern","PROJECT","Manhattan Project","Nuclear Fission","Nuclear Program","TECH+CIVIC","Civ5 Atomic Theory remap; Civ6 Nuclear Fission","Atomic Theory / Nuclear Fission","REMAP_TECH","Project Atomic Theory is early 20C and should not by itself enable nuclear weapons",""
"MB041","Modern","TILE_IMPROVEMENT","Academy Science upgrade","Atomic Theory","","NONE","Civ5 BNW","Academy +2 Science","REMOVE_GP_IMPROVEMENT","Great Scientist Academy tile is absent",""
"MCB001","Modern","GOVERNMENT","Fascism","","Totalitarianism","CIVIC","Civ6 GS","Totalitarianism","KEEP","Direct Civ6 Tier-3 government unlock",""
"MCB002","Modern","POLICY","Lightning Warfare","","Totalitarianism","CIVIC","Civ6 GS","Totalitarianism","KEEP","Armored-unit production policy fits fascist/total-war branch","Moved from generic Ideology cleanup"
"MCB003","Modern","POLICY","Martial Law","","Totalitarianism","CIVIC","Civ6 GS","Totalitarianism","KEEP","War-weariness/loyalty policy retained",""
"MCB004","Modern","POLICY","Third Alternative","","Totalitarianism","CIVIC","Civ6 GS","Totalitarianism","ADAPT","Apply Gold/Culture bonuses to Research Lab, Military Academy and Power Plant city buildings directly",""
"MCB005","Modern","POLICY","Police State","","Totalitarianism","CIVIC","Civ6 Ideology remap","Ideology","MOVE_TO_CIVIC","Centralized coercive-security policy fits Totalitarianism more specifically than generic Ideology",""
"MCB006","Modern","POLICY","Gunboat Diplomacy","","Ideology","CIVIC","Civ6 GS","Ideology","KEEP","Retain as generic ideological/geopolitical pressure policy",""
"MCB007","Modern","GOVERNMENT","Communism","","Class Struggle","CIVIC","Civ6 GS","Class Struggle","KEEP","Direct Civ6 Tier-3 government unlock",""
"MCB008","Modern","POLICY","Collectivization","","Class Struggle","CIVIC","Civ6 GS","Class Struggle","KEEP","Domestic trade Food/Production policy retained",""
"MCB009","Modern","POLICY","Defense of the Motherland","","Class Struggle","CIVIC","Civ6 GS","Class Struggle","KEEP","Defensive/war-weariness government policy",""
"MCB010","Modern","POLICY","Five-Year Plan","","Class Struggle","CIVIC","Civ6 GS + thematic cleanup","Ideology / Class Struggle","MOVE_TO_CIVIC","Production/science planning belongs specifically with the communist branch rather than generic Ideology","Convert district adjacency to science/industrial city-building bonuses"
"MCB011","Modern","POLICY","Patriotic War","","Class Struggle","CIVIC","Civ6 R&F/GS context","Class Struggle","DEFER_SYSTEM","Possible production/defense policy; exact version depends on ruleset chosen",""
"MCB012","Modern","CITY_BUILDING","Stadium","","Professional Sports","CIVIC","Civ6 GS; Civ5 Refrigeration remap","Professional Sports","KEEP","Spectator-sport institution belongs here, not Refrigeration","Requires Arena or equivalent entertainment building"
"MCB013","Modern","CITY_BUILDING","Aquatics Center","","Professional Sports","CIVIC","Civ6 GS adapted","Professional Sports","KEEP","Convert Water Park building into direct city recreation building","Requires coastal/lake access or suitable city condition"
"MCB014","Modern","TILE_IMPROVEMENT","Ski Resort","","Professional Sports","CIVIC","Civ6 GS","Professional Sports","KEEP","Worker-built mountain tourism/sport improvement","Exact mountain-placement rule later"
"MCB015","Modern","POLICY","Sports Media","","Professional Sports","CIVIC","Civ6 GS","Professional Sports","ADAPT","Replace Theater Square adjacency with Stadium/Arena/Opera House/cultural-building media synergy","Stadium Amenity concept retained"
"MCB016","Modern","SYSTEM","Professional Sports League","","Professional Sports","CIVIC","Project adaptation","Professional Sports","KEEP","Creates organized mass spectator-sport economy and media system","Exact Gold/Culture/Tourism later"
"MCB017","Modern","WONDER","Estádio do Maracanã","","Professional Sports","CIVIC","Civ6 GS","Professional Sports","DEFER_WONDER","Wonder audit separate",""
"MCB018","Modern","TILE_IMPROVEMENT","Ice Hockey Rink","","Professional Sports","CIVIC","Civ6 GS","Professional Sports","DEFER_CIV_UNIQUE","Canadian unique improvement remains civilization-specific",""
