"RECORD_ID","PROJECT_ERA","UNLOCK_TYPE","CONTENT_EN","TECH_GATE","CIVIC_GATE","GATE_MODE","SOURCE","SOURCE_UNLOCK","DECISION","REASON","NOTES"
"CL041","Classical","UNIT","Catapult","Engineering","","TECH","Civ6 GS","Engineering","REMAP_TECH","Civ V priority keeps Catapult at Mathematics",""
"CL042","Classical","CITY_BUILDING","Aqueduct district form","","","NONE","Civ6 GS","Engineering","REMOVE_DISTRICT","Converted to city building",""
"CL043","Classical","CITY_BUILDING","Lighthouse","Optics","","TECH","Civ5 BNW; Civ6 GS remap","Optics / Celestial Navigation","KEEP","Optical beacon and Civ V priority support Optics",""
"CL044","Classical","SYSTEM","Land-unit Embarkation","Shipbuilding","","TECH","Civ5 BNW remap","Optics","MOVE_TO_TECH","Shipbuilding is stronger material fit and already exists as dedicated node",""
"CL045","Classical","WONDER","Great Lighthouse","Optics","","TECH","Civ5 BNW","Optics","DEFER_WONDER","World Wonder audit separate",""
"CL046","Classical","CITY_BUILDING","Paper Workshop","Papermaking","","TECH","Civ5 Chinese Paper Maker inspiration; Historical addition","Writing / project Papermaking","ADAPT_CITY","Project added Papermaking as a real historical technology and needs a material production building","Generic building does not copy China's unique yields"
"CL047","Classical","SYSTEM","Paper-supported scholarship and administration","Papermaking","","TECH","Historical addition; Civ5 Paper Maker context","Papermaking","KEEP","Cheap writing material improves records, scholarship and administration","Exact Science/Culture/admin effects later"
"CL048","Classical","CITY_BUILDING","Chinese Paper Maker","Papermaking","","TECH","Civ5 BNW unique building","Writing","DEFER_CIV_UNIQUE","China's unique building remains civilization-specific","May replace or upgrade generic Paper Workshop/Library in civ-specific audit"
"CC001","Classical","CITY_BUILDING","Arena","Construction","Games and Recreation","TECH+CIVIC","Civ5 BNW + Civ6 GS","Colosseum / Arena","MERGE","Generic entertainment arena needs both building techniques and organized games",""
"CC002","Classical","CITY_BUILDING","Circus","Trapping","Games and Recreation","TECH+CIVIC","Civ5 BNW remap","Circus","CROSS_GATE","Resource/animal basis plus recreational institution",""
"CC003","Classical","POLICY","Insulae","","Games and Recreation","CIVIC","Civ6 GS","Games and Recreation","ADAPT","Retain Civ6 Insulae as an urban-housing policy but remove district dependence","Apply Housing benefit to sufficiently developed cities; exact threshold/value later"
"CC004","Classical","DISTRICT","Entertainment Complex","","","NONE","Civ6 GS","Games and Recreation","REMOVE_DISTRICT","No specialty districts",""
"CC005","Classical","WONDER","Colosseum","","Games and Recreation","CIVIC","Civ6 GS","Games and Recreation","DEFER_WONDER","World Wonder audit separate","Generic building is Arena"
"CC006","Classical","TILE_IMPROVEMENT","Tlachtli / Street Carnival / Hippodrome","","Games and Recreation","CIVIC","Civ6 GS","Games and Recreation","DEFER_CIV_UNIQUE","Civilization-specific infrastructure remains unique",""
"CC007","Classical","GOVERNMENT","Autocracy","","Political Philosophy","CIVIC","Civ6 GS","Political Philosophy","KEEP","Tier-1 government choice",""
"CC008","Classical","GOVERNMENT","Oligarchy","","Political Philosophy","CIVIC","Civ6 GS","Political Philosophy","KEEP","Tier-1 government choice",""
"CC009","Classical","GOVERNMENT","Classical Republic","","Political Philosophy","CIVIC","Civ6 GS","Political Philosophy","KEEP","Tier-1 government choice",""
"CC010","Classical","POLICY","Charismatic Leader; Diplomatic League","","Political Philosophy","CIVIC","Civ6 GS","Political Philosophy","KEEP","Direct Civ6 Political Philosophy diplomatic policies retained","Charismatic Leader; Diplomatic League"
"CC011","Classical","CITY_BUILDING","Ancestral Hall","","Political Philosophy","CIVIC","Civ6 GS","Tier-1 government building","KEEP","Available after adopting a Tier-1 government and having Government Plaza national building","Mutually exclusive with Audience Chamber/Warlord's Throne"
"CC012","Classical","CITY_BUILDING","Audience Chamber","","Political Philosophy","CIVIC","Civ6 GS","Tier-1 government building","KEEP","Available after adopting a Tier-1 government and having Government Plaza national building","Mutually exclusive choice"
"CC013","Classical","CITY_BUILDING","Warlord's Throne","","Political Philosophy","CIVIC","Civ6 GS","Tier-1 government building","KEEP","Available after adopting a Tier-1 government and having Government Plaza national building","Mutually exclusive choice"
"CC014","Classical","CITY_BUILDING","Consulate","","Political Philosophy","CIVIC","Civ6 GS remap","Mathematics / Diplomatic Quarter","MOVE_TO_CIVIC","Political institution and foreign representation fit Political Philosophy far better than Mathematics","One per civilization; Chancery later under Diplomatic Service"
"CC015","Classical","WONDER","Apadana","","Political Philosophy","CIVIC","Civ6 GS","Political Philosophy","DEFER_WONDER","World Wonder audit separate",""
"CC016","Classical","CITY_BUILDING","Amphitheater","","Drama and Poetry","CIVIC","Civ5 BNW; Civ6 GS","Drama and Poetry","KEEP","Both source games tie it to drama/culture; project node is civic","Direct city building, no Theater Square"
"CC017","Classical","CITY_BUILDING","Writers' Guild","","Drama and Poetry","CIVIC","Civ5 BNW","Drama and Poetry","KEEP","Great Writer institution is cultural/organizational","One-per-civilization city building"
"CC018","Classical","GREAT_PERSON_SYSTEM","Great Writer generation","","Drama and Poetry","CIVIC","Civ5 BNW","Writers' Guild","KEEP","Generated through Writers' Guild specialists rather than tile improvement",""
"CC019","Classical","POLICY","Literary Tradition","","Drama and Poetry","CIVIC","Civ6 GS","Drama and Poetry","KEEP","Direct Civ6 Drama and Poetry policy retained","Literary Tradition"
"CC020","Classical","DISTRICT","Theater Square","","","NONE","Civ6 GS","Drama and Poetry","REMOVE_DISTRICT","Project uses direct city cultural buildings",""
"CC021","Classical","WONDER","National Epic / Parthenon","","Drama and Poetry","CIVIC","Civ5 BNW","Drama and Poetry","DEFER_WONDER","National/World Wonder audit separate",""
"CC022","Classical","CITY_BUILDING","Marae / Rock-Hewn Church","","Drama and Poetry","CIVIC","Civ6 GS","Drama and Poetry","DEFER_CIV_UNIQUE","Civilization-specific buildings remain unique",""
"CC023","Classical","POLICY","Raid; Veterancy; Equestrian Orders","","Military Training","CIVIC","Civ6 GS","Military Training","ADAPT","Retain Civ6 Military Training policies; convert Encampment/Harbor district references to direct military/naval city buildings","Raid; Veterancy; Equestrian Orders"
"CC024","Classical","SYSTEM","Envoy +1","","Military Training","CIVIC","Civ6 GS","Military Training","KEEP","Civ6 directly grants an Envoy at Military Training","+1 Envoy"
"CC025","Classical","WONDER","Heroic Epic","","Military Training","CIVIC","Civ5 BNW remap","Iron Working","DEFER_WONDER","If retained as national wonder, Military Training is stronger institutional gate","National-wonder audit later"
"CC026","Classical","WONDER","Statue of Zeus","","Military Training","CIVIC","Civ6 GS","Military Training","DEFER_WONDER","World Wonder audit separate",""
"CC027","Classical","POLICY","Natural Philosophy; Praetorium","","Recorded History","CIVIC","Civ6 GS","Recorded History","ADAPT","Natural Philosophy retained with Campus adjacency translated to science buildings; Praetorium removed because baseline Governors are not adopted","Final policy: Natural Philosophy only"
"CC028","Classical","SYSTEM","Governor Title","","Recorded History","CIVIC","Civ6 GS","Recorded History","DROP","Baseline project does not adopt Governors; Recorded History already has science/administration policies","Governor Title reward not replaced"
"CC029","Classical","WONDER","Great Library","","Recorded History","CIVIC","Civ6 GS","Recorded History","DEFER_WONDER","World Wonder audit separate",""
"CC030","Classical","SYSTEM","Paper-record synergy","Papermaking","Recorded History","TECH+CIVIC","Project synthesis","Papermaking + Recorded History","DEFER_SYSTEM","Papermaking and historical bureaucracy are complementary, but exact yield/system should be designed later","Do not invent final numeric bonus now"
