"RECORD_ID","PROJECT_ERA","UNLOCK_TYPE","CONTENT_EN","TECH_GATE","CIVIC_GATE","GATE_MODE","SOURCE","SOURCE_UNLOCK","DECISION","REASON","NOTES"
"IB021","Industrial","CORPORATION_SECTOR","Mining & Extractive Materials corporations","Dynamite","Capitalism","TECH+CIVIC","Project corporation map","MINING_EXTRACTIVES","KEEP","Existing gate imported unchanged",""
"IB022","Industrial","ROUTE_INFRASTRUCTURE","Railroad","Railroad","","TECH","Civ5 BNW; Civ6 remap","Railroad / Steam Power","KEEP","Dedicated project technology owns the infrastructure","Worker-built route replacing/upgrading roads"
"IB023","Industrial","SYSTEM","Rail Network Production Bonus","Railroad","","TECH","Civ5 BNW","Railroad improvement","KEEP","Cities connected to capital by rail receive industrial/logistics benefit","Exact Civ5 +25% value not locked"
"IB024","Industrial","SYSTEM","Additional Trade Capacity","Railroad","Capitalism","TECH+CIVIC","Civ5 BNW + project synthesis","Railroad","CROSS_GATE","Rail networks expand commercial throughput under a mature market economy","Exact +1 route provisional"
"IB025","Industrial","WONDER","Kremlin / Neuschwanstein","Railroad","","TECH","Civ5 BNW","Railroad","DEFER_WONDER","Wonder audit separate",""
"IB026","Industrial","CORPORATION_SECTOR","Hospitality & Hotels corporations","Railroad","Capitalism","TECH+CIVIC","Project corporation map","HOSPITALITY_TRAVEL","KEEP","Existing gate imported unchanged",""
"IB027","Industrial","CORPORATION_SECTOR","Mining sector railroad upgrade","Railroad","","TECH","Project corporation map","MINING_EXTRACTIVES upgrade","KEEP",""
"IB028","Industrial","CORPORATION_SECTOR","Shipping & Logistics railroad upgrade","Railroad","","TECH","Project corporation map","SHIPPING_LOGISTICS upgrade","KEEP",""
"IB029","Industrial","CITY_BUILDING","Hotel","Railroad","Capitalism","TECH+CIVIC","Civ5 Refrigeration remap; corporation-era synthesis","Refrigeration / Hospitality","REMAP_TECH","Modern hotel networks are better tied to rail tourism and commercial hospitality than refrigeration technology","Tourism effect later"
"IB030","Industrial","CITY_BUILDING","Cold Storage","Refrigeration","","TECH","Historical/Civ5 functional adaptation","Refrigeration","KEEP","Food preservation is the direct technological identity of Refrigeration","Food storage/trade loss reduction later"
"IB031","Industrial","SYSTEM","Refrigerated Food Logistics","Refrigeration","Capitalism","TECH+CIVIC","Historical/project adaptation","Refrigeration","CROSS_GATE","Cold-chain distribution needs refrigeration technology and commercial logistics",""
"IB032","Industrial","UNIT","Submarine","Electricity","","TECH","Civ5 Refrigeration remap; Civ6 Electricity","Refrigeration / Electricity","MOVE_TO_TECH","Civ6 Electricity is the cleaner project gate; Part A already deferred final naval placement","Keep pending naval-roster check"
"IB033","Industrial","TILE_IMPROVEMENT","Offshore Platform","Refining","","TECH","Civ5 Refrigeration remap","Refrigeration","MOVE_TO_TECH","Offshore oil extraction is related to petroleum engineering, not food refrigeration","Requires coastal Oil"
"IB034","Industrial","CITY_BUILDING","Stadium","","Professional Sports","CIVIC","Civ5 Refrigeration remap","Refrigeration","MOVE_TO_CIVIC","Stadium is a spectator-sport institution, not refrigeration technology","Modern civic audit later"
"IB035","Industrial","CORPORATION_SECTOR","Processed Food & Confectionery corporations","Refrigeration","Capitalism","TECH+CIVIC","Project corporation map","FOOD_PROCESSING","KEEP",""
"IB036","Industrial","CORPORATION_SECTOR","Food Service corporations","Refrigeration","Capitalism","TECH+CIVIC","Project corporation map","FOOD_SERVICE","KEEP",""
"IB037","Industrial","SYSTEM","Telegraph Network","Telegraph","","TECH","Civ5 BNW","Telegraph","KEEP","Long-distance electrical communication is the core technology identity",""
"IB038","Industrial","CITY_BUILDING","Telegraph Office","Telegraph","Sovereignty","TECH+CIVIC","Historical/project adaptation","Telegraph","KEEP","National telegraph networks generally depend on organized state/commercial communication systems","Normal city building; exact commerce/diplomacy effect later"
"IB039","Industrial","UNIT","Battleship","Armor Plating","Warships","TECH+CIVIC","Civ5 Telegraph remap; EE naval tree","Telegraph","REMAP_TECH","Battleship belongs to naval armor/warship technology rather than telegraph itself",""
"IB040","Industrial","CITY_BUILDING","Military Base","Steel","Nationalism","TECH+CIVIC","Civ5 Telegraph remap","Telegraph","REMAP_TECH","Permanent modern military base fits national army plus modern construction, not telegraph alone","Exact final gate may include Military Science"
"IB041","Industrial","CORPORATION_SECTOR","Telecommunications corporations","Telegraph","Capitalism","TECH+CIVIC","Project corporation map","TELECOMMUNICATIONS","KEEP","Existing base gate imported unchanged"
"IB042","Industrial","CORPORATION_SECTOR","Trading Houses telegraph upgrade","Telegraph","","TECH","Project corporation map","TRADING_HOUSES upgrade","KEEP",""
"IB043","Industrial","UNIT","Cruiser","Armor Plating","","TECH","Pouakai Enlightenment Era","Armor Plating","KEEP","Direct adopted-mod unlock and strong naval-armor fit",""
"IB044","Industrial","CITY_BUILDING","Drydock","Armor Plating","","TECH","Pouakai Enlightenment Era","Armor Plating","KEEP","Direct adopted-mod naval-production building","+naval combat/training effect to be balanced"
"IB045","Industrial","UNIT","Battleship","Armor Plating","Warships","TECH+CIVIC","Civ5 Telegraph / Civ6 Steel-Refining remap","Battleship","CROSS_GATE","Heavy armored capital ship needs both dedicated warship tradition and modern armor plating","Final placement locked here provisionally"
"IB046","Industrial","SYSTEM","Naval Armor Modernization","Armor Plating","","TECH","Pouakai EE adaptation","Armor Plating","KEEP","Upgrades survivability of industrial naval units","Exact modifier later"
"ICB001","Industrial","UNIT","Naturalist","","Conservation","CIVIC","Civ6 GS","Conservation","KEEP","Direct Civ6 unlock","Faith purchase model can be retained/adapted"
"ICB002","Industrial","SYSTEM","National Parks","","Conservation","CIVIC","Civ6 GS","Conservation","KEEP","Direct Civ6 system",""
"ICB003","Industrial","SYSTEM","Plant Woods","","Conservation","CIVIC","Civ6 GS","Conservation","ADAPT","Civ V Worker, not Builder, performs reforestation",""
"ICB004","Industrial","SYSTEM","Old-growth Woods Appeal bonus","","Conservation","CIVIC","Civ6 GS","Conservation","KEEP","Direct conservation effect",""
"ICB005","Industrial","POLICY","Resource Management","","Conservation","CIVIC","Civ6 GS","Conservation","KEEP","Strategic-resource management policy candidate",""
"ICB006","Industrial","CITY_BUILDING","Sanctuary","","Conservation","CIVIC","Civ6 GS","Preserve Sanctuary","ADAPT_CITY","Preserve district removed; Sanctuary may survive as a nature/conservation city building","Exact prerequisites later"
"ICB007","Industrial","SYSTEM","Mass Circulation Media","Telegraph","Mass Media","TECH+CIVIC","Civ6 civic + project synthesis","Mass Media","KEEP","Telegraph and urban press networks allow genuinely mass communication before radio",""
"ICB008","Industrial","POLICY","Propaganda","","Mass Media","CIVIC","Civ6 GS","Mass Media","KEEP","War-weariness/public-opinion policy retained",""
"ICB009","Industrial","CITY_BUILDING","Broadcast Center","Radio","Mass Media","TECH+CIVIC","Civ6 GS remap","Radio / Mass Media","DROP","Duplicate or forward-reference building audit record; canonical ownership retained in the paired final record","Modern audit confirms exact building; Do not create a second building instance"
"ICB010","Industrial","WONDER","Broadway / Cristo Redentor","","Mass Media","CIVIC","Civ6 GS","Mass Media","DEFER_WONDER","Wonder audit separate",""
"ICB011","Industrial","SYSTEM","Corporate Founding Permission","","Capitalism","CIVIC","Project corporation system","Capitalism","KEEP","General civic gate for the corporation system","All sector-specific technology gates still apply"
"ICB012","Industrial","CITY_BUILDING","Shopping Mall","Mass Production","Capitalism","TECH+CIVIC","Civ6 GS adapted","Capitalism","CROSS_GATE","Mass-produced consumer goods plus capitalist retail organization","Direct city building; no Neighborhood district"
"ICB013","Industrial","POLICY","Laissez-Faire","","Capitalism","CIVIC","Civ6 GS","Capitalism","KEEP","Economic policy retained",""
"ICB014","Industrial","POLICY","Market Economy","","Capitalism","CIVIC","Civ6 GS","Capitalism","KEEP","International trade/economic policy retained",""
"ICB015","Industrial","SYSTEM","Corporate Investment and Branch Expansion","","Capitalism","CIVIC","Project corporation system","Capitalism","KEEP","Allows full named/generic corporation founding once sector tech is met",""
"ICB016","Industrial","SYSTEM","Romantic Landscape Aesthetics","","Romanticism","CIVIC","Pouakai EE + historical adaptation","Romanticism","KEEP","Natural/cultural landscape appreciation becomes a culture/tourism system","Exact Tourism effect later"
"ICB017","Industrial","CITY_BUILDING","Gallery","","Humanism","CIVIC","Pouakai EE Romanticism remap","Romanticism","MERGE","EE Gallery is merged into existing Art Museum rather than creating redundant art building","Romanticism may upgrade Art Museum output"
"ICB018","Industrial","CITY_BUILDING","Menagerie","","Natural History","CIVIC","Pouakai EE Romanticism remap","Romanticism","MERGE","EE Menagerie overlaps the already locked Zoo","Romanticism may upgrade Zoo Culture/Tourism"
"ICB019","Industrial","UNIT","Surveyor","","Conservation","CIVIC","Pouakai EE Romanticism remap","Romanticism","MERGE","Functional exploration/conservation role overlaps Naturalist and map-survey systems","Do not add redundant civilian unit"
"ICB020","Industrial","WONDER","Crystal Palace","","Romanticism","CIVIC","Pouakai Enlightenment Era","Romanticism","DEFER_WONDER","Wonder audit separate",""
"ICB021","Industrial","SYSTEM","Organized Labor Movement","","Labor Movement","CIVIC","Historical/project civic","Labor Movement","KEEP","Core identity: organized wage labor and collective representation in industrial society",""
"ICB022","Industrial","CITY_BUILDING","Labor Union Hall","","Labor Movement","CIVIC","Historical/project addition","Labor Movement","DROP","Labor Movement already has organized-labor systems and policies; a universal Labor Union Hall would over-specify one institutional form","Collective Bargaining and Factory Acts remain generic"
"ICB023","Industrial","POLICY","Collective Bargaining","","Labor Movement","CIVIC","Historical/project addition","Labor Movement","KEEP","Labor-cost/worker-welfare policy candidate","Exact Production/Gold/Amenity tradeoff later"
"ICB024","Industrial","POLICY","Factory Acts","","Labor Movement","CIVIC","Historical/project addition","Labor Movement","KEEP","Workplace-regulation and Health/Amenity policy candidate","Can interact with Health & Plague / industrial pollution"
"ICB025","Industrial","SYSTEM","Strike / Labor Dispute pressure","","Labor Movement","CIVIC","Historical/project addition","Labor Movement","KEEP","Labor Movement qualitatively creates Labor Dispute pressure when worker welfare/conditions are poor","Can reduce production or raise unrest; Collective Bargaining/Factory Acts mitigate; exact thresholds later"
"IB050","Industrial","CITY_BUILDING","Military Base","Telegraph","","TECH","Civ5 BNW","Telegraph","KEEP","Retains the late city-defense tier from Civ5 and gives Telegraph a concrete military-infrastructure use","Requires Arsenal; final city-defense building before modern detection/air-defense systems"
