"RECORD_ID","PROJECT_ERA","UNLOCK_TYPE","CONTENT_EN","TECH_GATE","CIVIC_GATE","GATE_MODE","SOURCE","SOURCE_UNLOCK","DECISION","REASON","NOTES"
"EX026","Exploration","CITY_BUILDING","Gunsmith","Flintlock","","TECH","Civ5 Enlightenment Era","Flintlock","KEEP","Direct adopted-mod building and strong firearm-production fit","+Production toward gunpowder units concept retained; exact % later"
"EX027","Exploration","UNIT","Musketman","Flintlock","","TECH","Civ5/Civ6 remap","Gunpowder","MERGE","Project firearm chronology treats Flintlock-era Line Infantry as the mature musket infantry role","Do not add a redundant separate generic Musketman if roles overlap"
"EX028","Exploration","UNIT","Frigate","Warships","","TECH","Civ5 Enlightenment Era","Warships","KEEP","Direct adopted-mod unlock and clean dedicated naval-warfare role",""
"EX029","Exploration","SYSTEM","Purpose-built Warship Production","Warships","","TECH","Project adaptation","Warships","KEEP","Separates naval combat shipbuilding from civilian navigation/cartography","Exact production bonus later"
"EX030","Exploration","WONDER","Kronborg","Warships","","TECH","Civ5 Enlightenment Era","Warships","DEFER_WONDER","Wonder audit separate",""
"EX031","Exploration","UNIT","Field Gun","Fortification","","TECH","Civ5 Enlightenment Era","Fortification","KEEP","Direct adopted-mod unlock; upgrades Bombard/Trebuchet siege-fire support line","Final unit-class distinction later"
"EX032","Exploration","CITY_BUILDING","Bastion","Fortification","","TECH","Civ5 Enlightenment Era","Fortification","DROP","Merged into the canonical Star Fort building at Fortification","Renaissance Bastion Walls -> Star Fort; no separate Bastion city building"
"EX033","Exploration","CITY_BUILDING","Star Fort","Fortification","","TECH","Civ5 EE + Civ6 fortification synthesis","Bastion","ADAPT_CITY","Advanced gunpowder fortification upgrades Renaissance/Bastion Walls","Upgrades Bastion Walls; final display name standardized to Star Fort"
"EX034","Exploration","TILE_IMPROVEMENT","Advanced Fortification upgrade","Fortification","","TECH","Civ5 EE adaptation","Bastion / Fort","ADAPT_TILE","Existing Fort/Bastion Fort receives later gunpowder-defense upgrade","No Great General Citadel"
"EX035","Exploration","WONDER","Fasil Ghebbi","Fortification","","TECH","Civ5 Enlightenment Era","Fortification","DEFER_WONDER","Wonder audit separate",""
"XC001","Exploration","GOVERNMENT","Merchant Republic","","Exploration","CIVIC","Civ6 GS","Exploration","KEEP","Direct Civ6 government unlock and strong exploration-commerce fit","Tier-2 government"
"XC002","Exploration","CITY_BUILDING","Navigation School","Cartography","Exploration","TECH+CIVIC","Civ5 Exploration policy adaptation","Navigation School","DROP","Duplicate building audit record; canonical ownership retained in the paired record","One per civilization; Do not create a second building instance"
"XC003","Exploration","UNIT","Explorer","Cartography","Exploration","TECH+CIVIC","Civ5 Enlightenment Era","Exploration technology","CROSS_GATE","EE Explorer content is preserved by moving its technical half to Cartography and institutional half to Exploration civic","Recon upgrade"
"XC004","Exploration","UNIT","Galleon","Astronomy","Exploration","TECH+CIVIC","Civ5 Enlightenment Era","Exploration technology","CROSS_GATE","Ocean-going transport/combat vessel needs both oceanic navigation and state exploration capacity","Final naval role checked later"
"XC005","Exploration","POLICY","Maritime Infrastructure","","Exploration","CIVIC","Civ5 BNW Exploration","Maritime Infrastructure","KEEP","Coastal-city production policy fits the civic","Exact +3 Production not locked"
"XC006","Exploration","POLICY","Navigation School policy legacy","","Exploration","CIVIC","Civ5 BNW Exploration","Navigation School","MERGE","Converted into the Navigation School national building rather than a separate duplicate policy",""
"XC007","Exploration","POLICY","Native Conquest","","Colonialism","CIVIC","Civ6 GS","Exploration","MERGE","Native Conquest final owner is Colonialism; merge with XC025 instead of duplicating it at Exploration","Optional colonial military/extraction policy; not a universal automatic benefit"
"XC008","Exploration","POLICY","Colonial Offices","","Exploration","CIVIC","Civ6 GS","Exploration","REMAP_TECH","Move mature overseas-colony administration to Colonialism civic","Avoid premature colonial administration"
"XC009","Exploration","SYSTEM","Naval Exploration bonus","","Exploration","CIVIC","Civ5 BNW Exploration","Exploration opener","KEEP","Naval/embarked sight and movement concept retained","Exact values later"
"XC010","Exploration","GOVERNMENT","Theocracy","","Reformed Church","CIVIC","Civ6 GS","Reformed Church","KEEP","Direct Civ6 government unlock","Tier-2 government"
"XC011","Exploration","POLICY","Wars of Religion","","Reformed Church","CIVIC","Civ6 GS","Reformed Church","KEEP","Religion-linked military policy",""
"XC012","Exploration","POLICY","Religious Orders","","Reformed Church","CIVIC","Civ6 GS","Reformed Church","KEEP","Religious-unit strength policy","Exact +5 value can be balanced later"
"XC013","Exploration","POLICY","Simultaneum","","Reformed Church","CIVIC","Civ6 GS","Reformed Church","ADAPT","Convert Holy Site adjacency/population conditions into Temple/religious-building conditions under Civ V city structure",""
"XC014","Exploration","WONDER","St. Basil's Cathedral","","Reformed Church","CIVIC","Civ6 GS","Reformed Church","DEFER_WONDER","Wonder audit separate",""
"XC015","Exploration","UNIT","Privateer","Warships","Mercantilism","TECH+CIVIC","Civ6 GS + project synthesis","Mercantilism","CROSS_GATE","Private armed commerce raiding requires both warship capability and mercantile state policy",""
"XC016","Exploration","POLICY","Logistics","","Mercantilism","CIVIC","Civ6 GS","Mercantilism","KEEP","Movement/logistics policy retained","Exact effect later"
"XC017","Exploration","POLICY","Triangular Trade","","Mercantilism","CIVIC","Civ6 GS","Mercantilism","KEEP","Historical trade-route policy retained as source content","Exact yields later"
"XC018","Exploration","SYSTEM","Merchant Navy","Navigation","Mercantilism","TECH+CIVIC","Civ5 Exploration policy remap","Merchant Navy","CROSS_GATE","Advanced port/navigation infrastructure plus mercantile institutions create a dedicated merchant marine",""
"XC019","Exploration","SYSTEM","Treasure Fleets","Navigation","Mercantilism","TECH+CIVIC","Civ5 BNW Exploration","Treasure Fleets","CROSS_GATE","Protected high-value maritime commerce belongs more naturally to Mercantilism than general Exploration","Exact Gold bonus later"
"XC020","Exploration","YIELD_UPGRADE","Camp +1 Food/+1 Production","","Mercantilism","CIVIC","Civ6 GS","Mercantilism","DROP","Camp productivity has weak functional relation to mercantilism",""
"XC021","Exploration","POLICY","Colonial Offices","","Colonialism","CIVIC","Civ6 Exploration remap","Exploration","MOVE_TO_CIVIC","Overseas colonial administration belongs to Colonialism",""
"XC022","Exploration","SYSTEM","Overseas Colonial Administration","Astronomy","Colonialism","TECH+CIVIC","Civ6 GS + project synthesis","Colonialism","KEEP","Sustained oceanic reach plus explicit colonial institutions are both required","Does not imply all overseas settlement must use colonial government"
"XC023","Exploration","POLICY","Colonial Taxes","","Colonialism","CIVIC","Civ6 GS","Colonialism","KEEP","Historical colonial fiscal policy candidate","Exact yields later"
"XC024","Exploration","POLICY","Raj","","Colonialism","CIVIC","Civ6 GS","Colonialism","KEEP","Indirect-rule/city-state policy candidate","Exact yields later"
"XC025","Exploration","POLICY","Native Conquest","","Colonialism","CIVIC","Civ6 GS","Colonialism","KEEP","Historical conquest/extraction policy candidate","Handle neutrally; exact rewards and penalties require colonial-system balance"
"XC026","Exploration","SYSTEM","Envoys +2","","Colonialism","CIVIC","Civ6 GS","Colonialism","KEEP","Direct Civ6 civic reward",""
"XC027","Exploration","YIELD_UPGRADE","Fishing Boats +1 Production","","Colonialism","CIVIC","Civ6 GS","Colonialism","DROP","Fishing productivity is not a strong institutional consequence of colonialism",""
"XC028","Exploration","TILE_IMPROVEMENT","Ice Hockey Rink","","Colonialism","CIVIC","Civ6 GS","Colonialism","DEFER_CIV_UNIQUE","Canadian unique improvement remains civilization-specific",""
"XC029","Exploration","SYSTEM","Research Agreement Science bonus","Education","Scientific Revolution","TECH+CIVIC","Civ5 BNW Rationalism","Scientific Revolution","KEEP","Retain Civ5 research-agreement acceleration concept","Original +50% not locked"
"XC030","Exploration","SYSTEM","Observational Scientific Method","Astronomy","Scientific Revolution","TECH+CIVIC","Historical/project synthesis","Scientific Revolution","KEEP","Astronomy provides key observational practice while the civic represents changing norms of inquiry","Does not replace later Scientific Theory technology"
"XC031","Exploration","YIELD_UPGRADE","University scientific-method bonus","Education","Scientific Revolution","TECH+CIVIC","Project adaptation","Scientific Revolution","KEEP","Scientific Revolution enhances scientific method in established universities","Cities with a University gain +10% Science"
"XC032","Exploration","PROJECT","Free Technology","","Scientific Revolution","CIVIC","Civ5 Rationalism older versions","Scientific Revolution","DROP","Avoid one-shot free-tech reward as the core civic identity; sustained research mechanisms are preferred",""
"XC033","Exploration","SYSTEM","Formal State Sovereignty","","Sovereignty","CIVIC","Project civic + historical concept","Sovereignty","KEEP","Defines centralized territorial authority and independent interstate standing","Institutional prerequisite for Mercantilism in locked civic tree"
"XC034","Exploration","SYSTEM","Central Charter and Tax Authority","","Sovereignty","CIVIC","Historical/project adaptation","Sovereignty","KEEP","Supports state-chartered commerce and centralized revenue without inventing a universal European manor","Exact Gold/admin effects later"
"XC035","Exploration","CITY_BUILDING","Manor","","Sovereignty","CIVIC","Civ5 Enlightenment Era technology","Sovereignty","DROP","EE Manor is too regionally specific to serve as a universal sovereignty building",""
"XC036","Exploration","SYSTEM","Found World Congress","","Sovereignty","CIVIC","Civ5 Enlightenment Era technology","Sovereignty","REMAP_TECH","World Congress already belongs to Printing + Diplomatic Service in Renaissance audit","Avoid duplicate trigger"
"XC037","Exploration","YIELD_UPGRADE","Science buildings +Gold","","Sovereignty","CIVIC","Civ5 Rationalism policy","Sovereignty","DROP","Civ5 policy meaning does not match the project's state-sovereignty civic",""
