RECORD_ID,PROJECT_ERA,UNLOCK_TYPE,CONTENT_EN,TECH_GATE,CIVIC_GATE,GATE_MODE,SOURCE,SOURCE_UNLOCK,DECISION,REASON,NOTES
"AA019","Atomic","UNIT","Nuclear Submarine","Nuclear Fission","Cold War","TECH+CIVIC","Civ6 Telecommunications remap","Telecommunications","REMAP_TECH","Nuclear submarine depends on nuclear propulsion and Cold War strategic doctrine more than telecommunications alone","Final naval unit audit may add Electronics/Guidance support"
"AA020","Atomic","SYSTEM","Long-distance digital communications capacity","Telecommunications","Globalization","TECH+CIVIC","Project adaptation","Telecommunications","DEFER_SYSTEM","Global commercial effect belongs partly to later Globalization civic","Record for Information civic audit"
"AA021","Atomic","CORPORATION_SECTOR","Digital Platforms & E-commerce corporations","Telecommunications","Capitalism","TECH+CIVIC","Project corporation map","DIGITAL_PLATFORMS","KEEP","Existing sector founding gate imported unchanged",""
"AA022","Atomic","CORPORATION_SECTOR","Telecommunications sector upgrade","Telecommunications","","TECH","Project corporation map","TELECOMMUNICATIONS upgrade","KEEP","Existing upgrade imported unchanged",""
"AA023","Atomic","SYSTEM","Orbital Satellite Network","Satellites","Space Race","TECH+CIVIC","Civ6 GS; project synthesis","Satellites","CROSS_GATE","Satellite engineering plus an organized space program creates a persistent orbital network",""
"AA024","Atomic","PROJECT","Launch Moon Landing","Satellites","Space Race","TECH+CIVIC","Civ6 GS","Satellites","CROSS_GATE","Direct Civ6 space-project unlock, converted from Spaceport dependency to project infrastructure",""
"AA025","Atomic","SYSTEM","Global Mapping / Remote Sensing","Satellites","","TECH","Historical/project adaptation","Satellites","KEEP","Satellites provide global-scale observation and map intelligence","Potential fog-of-war/map update effect later"
"AA026","Atomic","UNIT","Mechanized Infantry","Combined Arms","","TECH","Civ6 Satellites remap","Satellites","REMAP_TECH","Mechanized infantry is not a satellite technology; modern combined-arms/motorization is the stronger fit","Final unit roster should place after Infantry/Tank support"
"AA027","Atomic","TILE_IMPROVEMENT","Solar Farm","Ecology","Environmentalism","TECH+CIVIC","Civ6 Satellites remap","Satellites","REMAP_TECH","Solar generation is an energy/environment technology, not satellite engineering","Re-evaluate in Part B"
"AA028","Atomic","POLICY","Satellite Broadcasts","","Space Race","CIVIC","Civ6 GS","Space Race","MOVE_TO_CIVIC","Civ6 already places this policy at Space Race rather than Satellites","Part B civic audit"
"AA029","Atomic","UNIT","Mobile SAM","Guidance Systems","Mobilization","TECH+CIVIC","Civ6 GS","Guidance Systems","CROSS_GATE","Guided air-defense system plus modern military organization",""
"AA030","Atomic","UNIT","Guided Missile","Guidance Systems","","TECH","Civ5 Advanced Ballistics remap; project prior decision","Guidance Systems","KEEP","Modern precision missile logically belongs to guidance technology",""
"AA031","Atomic","UNIT","Rocket Artillery","Rocketry","Military Science","TECH+CIVIC","Civ6 Guidance Systems remap; Modern decision","Guidance Systems / Rocketry","MOVE_TO_TECH","Already assigned to Rocketry + Military Science; Guidance upgrades precision rather than re-unlocking it",""
"AA032","Atomic","YIELD_UPGRADE","Rocket Artillery guided-fire upgrade","Guidance Systems","","TECH","Civ6 GS adaptation","Guidance Systems","ADAPT","Preserves Guidance Systems influence on rocket artillery without duplicate unit unlock",""
"AA033","Atomic","TILE_INFRASTRUCTURE","Missile Silo","Guidance Systems","Nuclear Program","TECH+CIVIC","Civ6 Rocketry remap; Modern decision","Rocketry","CROSS_GATE","Operational strategic missile basing needs guidance and an organized nuclear program","Can launch nuclear/thermonuclear devices when available"
"AA034","Atomic","UNIT","Nuclear Missile","Nuclear Fission","Nuclear Program","TECH+CIVIC","Civ5 Advanced Ballistics remap","Nuclear Missile","DEFER_SYSTEM","Delivery-system details depend on Guidance Systems and later Nuclear Fusion; keep as strategic-weapon audit item",""
"AA035","Atomic","UNIT","Jet Fighter","Advanced Flight","Lasers","TECH+CIVIC","Civ6 GS","Lasers","CROSS_GATE","Jet airframe technology plus advanced electronics/laser-age targeting systems gives a clean upgrade from Fighter","Requires Aluminum"
"AA036","Atomic","UNIT","Missile Cruiser","Guidance Systems","Warships","TECH+CIVIC","Civ6 Lasers remap","Lasers","REMAP_TECH","Missile cruiser is fundamentally guided-missile naval warfare, not laser technology","May additionally require Electronics"
"AA037","Atomic","SYSTEM","Laser Systems","Lasers","","TECH","Historical/project adaptation","Lasers","KEEP","Core enabling technology for targeting, sensing, communications and later directed-energy systems",""
"AA038","Atomic","YIELD_UPGRADE","Air interception/targeting upgrade","Lasers","Mobilization","TECH+CIVIC","Civ6 Jet Fighter adaptation","Lasers","ADAPT","Laser/radar-era targeting improves modern air combat without duplicating all aircraft",""
"AC001","Atomic","POLICY","Science Foundations","","Nuclear Program","CIVIC","Civ6 GS","Nuclear Program","KEEP","Great Scientist/Engineer attraction policy fits concentrated strategic research programs",""
"AC002","Atomic","POLICY","Nuclear Espionage","","Nuclear Program","CIVIC","Civ6 GS","Nuclear Program","KEEP","Technology-stealing espionage policy retained",""
"AC003","Atomic","PROJECT","Manhattan Project","Nuclear Fission","Nuclear Program","TECH+CIVIC","Civ6 GS","Nuclear Fission / Nuclear Program","CROSS_GATE","State capacity and technical fission knowledge are both required",""
"AC004","Atomic","TILE_INFRASTRUCTURE","Missile Silo","Guidance Systems","Nuclear Program","TECH+CIVIC","Project synthesis","Nuclear Program","CROSS_GATE","Strategic nuclear-delivery infrastructure belongs to the program's military branch",""
"AC005","Atomic","SYSTEM","Reveal Shipwrecks","","Cultural Heritage","CIVIC","Civ6 GS","Cultural Heritage","KEEP","Direct Civ6 archaeological system","Complements Antiquity Sites from Natural History"
"AC006","Atomic","POLICY","Heritage Tourism","","Cultural Heritage","CIVIC","Civ6 GS","Cultural Heritage","KEEP","Tourism from Great Works/Artifacts policy retained","Exact percentage later"
"AC007","Atomic","SYSTEM","Envoys +3","","Cultural Heritage","CIVIC","Civ6 GS","Cultural Heritage","KEEP","Direct source reward",""
"AC008","Atomic","SYSTEM","Protected Heritage Sites","","Cultural Heritage","CIVIC","Project adaptation","Cultural Heritage","KEEP","Extends earlier Conservation from natural to cultural heritage protection","Can interact with archaeological sites and historic improvements"
"AC009","Atomic","TILE_IMPROVEMENT","Mission/Cahokia Mound bonuses","","Cultural Heritage","CIVIC","Civ6 GS","Cultural Heritage","DEFER_CIV_UNIQUE","Source bonuses apply to specific unique improvements and remain unique",""
"AC010","Atomic","SYSTEM","Additional Spy Capacity","Computers","Cold War","TECH+CIVIC","Civ6 GS","Cold War / Computers","MERGE","Avoid double-counting the same intelligence expansion",""
"AC011","Atomic","POLICY","Cryptography","","Cold War","CIVIC","Civ6 GS","Cold War","KEEP","Espionage/counterespionage policy retained",""
"AC012","Atomic","POLICY","Containment","","Cold War","CIVIC","Civ6 GS","Cold War","KEEP","City-state geopolitical competition policy retained",""
"AC013","Atomic","POLICY","International Waters","","Cold War","CIVIC","Civ6 GS","Cold War","KEEP","Late naval-production policy retained",""
"AC014","Atomic","POLICY","Second Strike Capability","Nuclear Fission","Cold War","TECH+CIVIC","Civ6 GS","Cold War","CROSS_GATE","Nuclear maintenance/deterrence policy only matters after nuclear weapons exist",""
"AC015","Atomic","UNIT","Rock Band","","Cold War","CIVIC","Civ6 GS","Cold War","KEEP","Late-20C popular-culture influence unit fits the civic's cultural competition side",""
"AC016","Atomic","WONDER","Amundsen-Scott Research Station","","Cold War","CIVIC","Civ6 GS","Cold War","DEFER_WONDER","Wonder audit separate",""
"AC017","Atomic","UNIT","Nuclear Submarine","Nuclear Fission","Cold War","TECH+CIVIC","Civ6 Telecommunications remap","Cold War","CROSS_GATE","Strategic deterrence role belongs to Cold War plus nuclear propulsion",""
