"RECORD_ID","PROJECT_ERA","UNLOCK_TYPE","CONTENT_EN","TECH_GATE","CIVIC_GATE","GATE_MODE","SOURCE","SOURCE_UNLOCK","DECISION","REASON","NOTES"
"INB015","Information","YIELD_UPGRADE","City Project Production +5% per Future Tech","Future Tech","","TECH","Civ6 GS","Future Tech","ADAPT","Retain Civ6 repeatable city-project production reward concept","Cap/diminishing returns should be considered to prevent runaway stacking"
"INB016","Information","SYSTEM","Score Victory points from Future Tech","Future Tech","","TECH","Civ6 GS","Future Tech","DROP","Do not bind repeatable science directly to score victory unless project later adopts that victory condition",""
"ICB001","Information","POLICY","Integrated Attack Logistics","","Information Warfare","CIVIC","Civ6 GS","Information Warfare","KEEP","Direct Civ6 policy","Convert GDR-only production bonus into broader advanced robotic/unmanned-unit logistics if GDR remains optional"
"ICB002","Information","POLICY","Rabblerousing","","Information Warfare","CIVIC","Civ6 GS","Information Warfare","KEEP","Direct Civ6 diplomatic-favor policy concept","If diplomatic-victory points are absent, retain Favor-recovery component only"
"ICB003","Information","SYSTEM","Cyber/Information Operations","Advanced AI","Information Warfare","TECH+CIVIC","Project adaptation using Civ6 civic","Information Warfare","KEEP","Civ6 civic is sparse; Advanced AI gives the material capability for intelligence, influence and network operations","Exact espionage modifiers later"
"ICB004","Information","SYSTEM","Military Network Coordination","Computers","Information Warfare","TECH+CIVIC","Civ6 policy adaptation","Integrated Attack Logistics","KEEP","Generalizes source GDR logistics effect to modern networked operations without requiring GDR",""
"ICB005","Information","PROJECT","Carbon Recapture","Ecology","Global Warming Mitigation","TECH+CIVIC","Civ6 GS","Global Warming Mitigation","KEEP","Direct Civ6 project and excellent Civ V-style city-project conversion","Industrial Zone requirement replaced by Factory/industrial-building prerequisite"
"ICB006","Information","SYSTEM","Carbon Accounting and Mitigation","","Global Warming Mitigation","CIVIC","Civ6 GS; project adaptation","Global Warming Mitigation","KEEP","Core institutional identity of civic",""
"ICB007","Information","SYSTEM","Envoys +3","","Global Warming Mitigation","CIVIC","Civ6 GS","Global Warming Mitigation","KEEP","Direct source reward",""
"ICB008","Information","SYSTEM","Diplomatic Victory point +1","","Global Warming Mitigation","CIVIC","Civ6 GS","Global Warming Mitigation","DROP","Only meaningful if project later adopts Civ6-style diplomatic victory points",""
"ICB009","Information","CITY_BUILDING","Grid Battery Storage","Advanced Power Cells","Global Warming Mitigation","TECH+CIVIC","Information Part A","Advanced Power Cells","KEEP","Late mitigation policy supports large-scale storage integration",""
"ICB010","Information","POLICY","Hallyu","","Cultural Hegemony","CIVIC","Civ6 GS","Cultural Hegemony","KEEP","Direct Civ6 policy; Rock Bands can access any promotion","If Rock Band promotion system is simplified, translate into stronger global music influence"
"ICB011","Information","POLICY","Non-State Actors","","Cultural Hegemony","CIVIC","Civ6 GS","Cultural Hegemony","KEEP","Direct Civ6 policy; Spies can access any promotion","Adapt to project's spy promotion system"
"ICB012","Information","SYSTEM","Global Cultural Influence","","Cultural Hegemony","CIVIC","Civ6 GS; project adaptation","Cultural Hegemony","KEEP","General cultural-influence identity fills the civic without inventing a building","Interacts with Tourism, Rock Bands, media and Great Works"
"ICB013","Information","UNIT","Rock Band promotion access upgrade","","Cultural Hegemony","CIVIC","Civ6 GS remap","Cold War / Cultural Hegemony","ADAPT","Rock Band remains unlocked at Cold War; Cultural Hegemony upgrades global promotion access rather than re-unlocking the unit",""
"ICB014","Information","POLICY","Diplomatic Capital","","Smart Power Doctrine","CIVIC","Civ6 GS","Smart Power Doctrine","KEEP","Direct Civ6 policy; generates Diplomatic Favor",""
"ICB015","Information","POLICY","Global Coalition","","Smart Power Doctrine","CIVIC","Civ6 GS","Smart Power Doctrine","KEEP","Direct Civ6 policy; defensive combat in friendly territory",""
"ICB016","Information","SYSTEM","Smart Power Strategy","","Smart Power Doctrine","CIVIC","Civ6 GS","Smart Power Doctrine","KEEP","Combines diplomacy, alliances and limited military pressure rather than raw-force-only strategy",""
"ICB017","Information","DIPLOMACY","Alliance and coalition leverage","","Smart Power Doctrine","CIVIC","Civ6 GS adaptation","Global Coalition","ADAPT","Use as a broader alliance/coalition effectiveness system","Exact strength/favor numbers later"
"ICB018","Information","POLICY","Aerospace Contractors","","Exodus Imperative","CIVIC","Civ6 GS","Exodus Imperative","ADAPT","Convert Spaceport requirement into Space Launch Center; preserve Power/Aluminum support concept","Source grants +3 Aluminum and +3 Power per Spaceport"
"ICB019","Information","POLICY","Space Tourism","","Exodus Imperative","CIVIC","Civ6 GS","Exodus Imperative","KEEP","Direct Civ6 policy concept; reduces foreign Tourism pressure","Exact 20% source value can be balanced"
"ICB020","Information","PROJECT","Offworld Mission project family","Offworld Mission","Exodus Imperative","TECH+CIVIC","Civ6 GS + project synthesis","Exodus Imperative","KEEP","Civic is the institutional/colonization half of all major offworld projects",""
"ICB021","Information","SYSTEM","Exodus Program","","Exodus Imperative","CIVIC","Civ6 GS; project adaptation","Exodus Imperative","KEEP","Long-term offworld settlement policy/state-capacity system",""
"ICB022","Information","SYSTEM","Repeatable Future Civic","","Future Civic","CIVIC","Civ6 GS","Future Civic","KEEP","Civ6 repeatable terminal civic provides a natural Culture sink",""
"ICB023","Information","SYSTEM","Diplomatic Favor +50 per completion","","Future Civic","CIVIC","Civ6 GS","Future Civic","KEEP","Direct Civ6 repeatable reward can be retained if Diplomatic Favor exists",""
"ICB024","Information","SYSTEM","Governor Title +1 per completion","","Future Civic","CIVIC","Civ6 GS","Future Civic","DROP","Future Civic Governor Title reward is omitted because baseline Governors are not adopted","Repeatable Diplomatic Favor remains"
"ICB025","Information","SYSTEM","Score Victory points from Future Civic","","Future Civic","CIVIC","Civ6 GS","Future Civic","DROP","Do not bind repeatable civic research to Score Victory unless that victory condition is explicitly adopted",""
