RECORD_ID,PROJECT_ERA,UNLOCK_TYPE,CONTENT_EN,TECH_GATE,CIVIC_GATE,GATE_MODE,SOURCE,SOURCE_UNLOCK,DECISION,REASON,NOTES
"RN011","Renaissance","SYSTEM","International Congress / World Congress enabling condition","Printing","Diplomatic Service","TECH+CIVIC","Civ5 BNW","Printing Press","CROSS_GATE","Civ5 World Congress trigger is preserved conceptually but requires formal diplomacy as well as communication technology","Also require contact with sufficient civilizations; exact threshold later"
"RN012","Renaissance","CITY_BUILDING","Zoo","Printing","","TECH","Civ5 BNW","Printing Press","REMAP_TECH","Zoo has no functional connection to printing","Re-evaluate at Natural History / Urbanization"
"RN013","Renaissance","WONDER","Forbidden City / Leaning Tower / Globe Theatre","Printing","","TECH","Civ5 BNW; Civ6 GS","Printing","DEFER_WONDER","Wonder audit separate",""
"RN014","Renaissance","UNIT","Bombard","Metal Casting","","TECH","Civ6 GS","Metal Casting","KEEP","Large cast-metal cannon is a strong functional fit for Renaissance metal casting","Requires Niter/Gunpowder munitions"
"RN015","Renaissance","UNIT","Pike and Shot","Metal Casting","Military Training","TECH+CIVIC","Civ6 GS","Metal Casting","CROSS_GATE","Combined pike-firearm formation depends on advanced casting/firearms and organized drill","Final naming/role checked in unit audit"
"RN016","Renaissance","CITY_BUILDING","Forge","Metal Casting","","TECH","Civ5 BNW","Metal Casting","REMAP_TECH","A generic forge is historically far earlier than Renaissance","Do not introduce a late generic Forge merely because Civ5 places it here"
"RN017","Renaissance","CITY_BUILDING","Workshop","Apprenticeship","","TECH","Civ5 BNW remap","Metal Casting","MOVE_TO_TECH","Workshop already belongs to Apprenticeship from High Medieval audit","Avoid duplicate"
"RN018","Renaissance","SYSTEM","Advanced Cannon Casting","Metal Casting","","TECH","Historical/Civ6 adaptation","Metal Casting","KEEP","Supports Bombard and later artillery production without adding redundant city building",""
"RN019","Renaissance","CITY_BUILDING","Renaissance Walls / Bastion Walls","Siege Tactics","","TECH","Civ6 GS","Renaissance Walls","KEEP","Gunpowder-era defenses are direct response to siege artillery","Upgrades Castle"
"RN020","Renaissance","TILE_IMPROVEMENT","Bastion Fort upgrade","Siege Tactics","","TECH","Civ6 GS adapted","Fort","ADAPT_TILE","Fort already exists from Engineering; Siege Tactics upgrades it into artillery-resistant bastioned fortification","No Great General Citadel"
"RN021","Renaissance","SYSTEM","Fortification vs Bombardment upgrade","Siege Tactics","","TECH","Civ6 GS; historical adaptation","Siege Tactics","KEEP","Represents trace-italienne style response to cannon warfare","Exact combat values later"
"RN022","Renaissance","TILE_IMPROVEMENT","Fort","Engineering","","TECH","Civ6 GS remap","Siege Tactics","MOVE_TO_TECH","Base Fort already unlocked at Engineering; this tech upgrades it rather than duplicating it",""
"RN023","Renaissance","UNIT","Arquebusier","Metallurgy","","TECH","Civ5 Musketman remap; historical adaptation","Gunpowder / Metallurgy","KEEP","Project Gunpowder is Early Medieval; mature 15th-century shoulder firearm fits Renaissance Metallurgy better","Generic early firearm unit"
"RN024","Renaissance","UNIT","Musketman","Flintlock","","TECH","Civ5 BNW; Civ6 GS remap","Gunpowder","REMAP_TECH","The project reserves mature flintlock-musket infantry for later Exploration-era Flintlock","Confirm during Exploration audit"
"RN025","Renaissance","UNIT","Lancer","Metallurgy","","TECH","Civ5 BNW","Metallurgy","KEEP","Direct Civ5 placement and plausible Renaissance cavalry progression","Requires Horses"
"RN026","Renaissance","CITY_BUILDING","Arsenal","Metallurgy","Military Training","TECH+CIVIC","Civ5 BNW","Metallurgy","CROSS_GATE","Weapons storage/production requires metallurgy plus permanent military organization","Requires Armory"
"RN027","Renaissance","UNIT","Sipahi / Hakkapeliitta / Winged Hussar and other unique cavalry","Metallurgy","","TECH","Civ5 BNW","Metallurgy","DEFER_CIV_UNIQUE","Civilization-specific units remain unique",""
"RC001","Renaissance","CITY_BUILDING","Art Museum","","Humanism","CIVIC","Civ6 GS","Humanism","KEEP","Museum as cultural institution fits Humanism; direct city building after Amphitheater","Holds Great Works of Art"
"RC002","Renaissance","CITY_BUILDING","Archaeological Museum","","Natural History","CIVIC","Civ6 GS remap","Humanism","MOVE_TO_CIVIC","Public archaeology and artifact science fit the later Natural History civic better than Renaissance Humanism","Archaeologist also remains at Natural History"
"RC003","Renaissance","POLICY","Frescoes","","Humanism","CIVIC","Civ6 GS","Humanism","KEEP","Great Artist generation policy transfers cleanly","Adapt district references to Art Museum/cultural buildings"
"RC004","Renaissance","POLICY","Invention","","Humanism","CIVIC","Civ6 GS","Humanism","ADAPT","Great Engineer generation policy retained; district references converted to Workshops/production buildings",""
"RC005","Renaissance","TILE_IMPROVEMENT","Chateau","","Humanism","CIVIC","Civ6 GS","Humanism","DEFER_CIV_UNIQUE","French unique improvement remains civilization-specific",""
"RC006","Renaissance","WONDER","Taj Mahal","","Humanism","CIVIC","Civ6 GS","Humanism","DEFER_WONDER","Wonder audit separate",""
"RC007","Renaissance","CITY_BUILDING","Chancery","","Diplomatic Service","CIVIC","Civ6 GS","Diplomatic Service","KEEP","Formal diplomatic-service upgrade to earlier Consulate","Requires Consulate"
"RC008","Renaissance","CITY_BUILDING","Constabulary","","Diplomatic Service","CIVIC","Civ5 Banking remap","Banking","MOVE_TO_CIVIC","Counter-espionage/police institution belongs with professional diplomatic/intelligence administration","May be ordinary city building or one-per-civ security institution; exact scope later"
"RC009","Renaissance","UNIT","Spy","","Diplomatic Service","CIVIC","Civ6 GS","Diplomatic Service","KEEP","Civ VI directly opens first Spy here","Spy capacity/production values later"
"RC010","Renaissance","DIPLOMACY","Resident Embassies","","Diplomatic Service","CIVIC","Civ6 GS","Diplomatic Service","KEEP","Formal resident diplomacy is core to the civic",""
"RC011","Renaissance","DIPLOMACY","Holy War; Liberation War; Reconquest War; Protectorate War Casus Belli","","Diplomatic Service","CIVIC","Civ6 GS","Diplomatic Service","KEEP","Institutionalized diplomatic justifications belong here","Avoid duplicates with earlier provisional casus belli by treating this as full formalization"
"RC012","Renaissance","POLICY","Machiavellianism","","Diplomatic Service","CIVIC","Civ6 GS","Diplomatic Service","KEEP","Espionage policy transfers cleanly",""
"RC013","Renaissance","POLICY","Wisselbanken","","Diplomatic Service","CIVIC","Civ6 GS","Diplomatic Service","KEEP","Alliance trade policy transfers cleanly",""
"RC014","Renaissance","SYSTEM","International Congress / World Congress enabling condition","Printing","Diplomatic Service","TECH+CIVIC","Civ5 BNW + Civ6 diplomacy synthesis","Printing Press / Diplomatic Service","CROSS_GATE","Formal multilateral diplomacy needs both rapid communication and professional diplomatic service",""
"RC015","Renaissance","SYSTEM","Great Person Patronage","","Patronage","CIVIC","Civ6 patronage mechanic + Civ5 Patronage tree adaptation","Patronage","KEEP","Renaissance elite/state patronage is an appropriate point to formalize direct Great Person patronage","Allow Gold/Faith patronage; exact cost formula later"
"RC016","Renaissance","SYSTEM","City-State Patronage","","Patronage","CIVIC","Civ5 BNW Patronage","Patronage","KEEP","City-state influence decays more slowly / patron relationships strengthen","Exact percentage later"
"RC017","Renaissance","POLICY","Philanthropy","","Patronage","CIVIC","Civ5 Patronage","Philanthropy","KEEP","Gold gifts produce more city-state influence","Exact 25% not locked"
"RC018","Renaissance","POLICY","Cultural Diplomacy","","Patronage","CIVIC","Civ5 Patronage","Cultural Diplomacy","KEEP","City-state resource/luxury benefits and cultural relations fit this civic","Exact resource/happiness values later"
"RC019","Renaissance","POLICY","Merchant Confederacy","","Patronage","CIVIC","Civ5 BNW Patronage","Merchant Confederacy","KEEP","Trade routes with city-states gain Gold","Exact +2 Gold may be tuned"
"RC020","Renaissance","SYSTEM","City-State Great Person gifts","","Patronage","CIVIC","Civ5 Patronage finisher concept","Patronage","DEFER_SYSTEM","Potential high-tier Patronage reward; do not grant automatically at civic unlock","Could become late policy/finisher mechanic"
"RC021","Renaissance","SYSTEM","Mass Print Culture","Printing","Print Culture","TECH+CIVIC","Civ6 Printing + project civic","Print Culture","KEEP","Separates print technology from widespread readership and cultural circulation",""
"RC022","Renaissance","YIELD_UPGRADE","Great Works of Writing Tourism x2","Printing","Print Culture","TECH+CIVIC","Civ6 GS Printing","Printing","CROSS_GATE","Retains Civ6 effect but requires societal print adoption",""
"RC023","Renaissance","POLICY","Vernacular Print","","Print Culture","CIVIC","Historical/project addition","Print Culture","DEFER_SYSTEM","Candidate for literacy/culture spread; exact yield later",""
"RC024","Renaissance","POLICY","Pamphleteering","","Print Culture","CIVIC","Historical/project addition","Print Culture","DEFER_SYSTEM","Candidate for diplomatic/religious/public-opinion effects; exact mechanic later"
"RC025","Renaissance","DIPLOMACY","Diplomatic Visibility +1","Printing","Diplomatic Service","TECH+CIVIC","Civ6 GS Printing","Printing","CROSS_GATE","Printed intelligence networks require professional diplomatic collection to produce reliable visibility",""
"RC026","Renaissance","CITY_BUILDING","Zoo","","Natural History","CIVIC","Civ5 Printing Press remap","Printing Press","MOVE_TO_CIVIC","Zoo belongs with scientific/natural-history culture, not printing","Re-evaluate in Enlightenment audit"
